bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A,56549,4534,,8.0,,78.9,79.4,X
B,32431,1944,,6.0,,81.2,76.6,X
C,22470,1087,,4.8,,77.0,75.9,X
D,3068,101,,3.3,,55.2,67.2,X
S,56277,8070,,14.3,,80.8,80.0,O
