bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1.0,152,11,,7.2,,35.3,56.3,X
10.0,75,7,,9.3,,43.0,66.1,X
11.0,61,8,,13.1,,85.5,80.0,O
12.0,41,3,,7.3,,64.6,106.9,O
13.0,39,0,,0.0,,0.0,41.9,X
15.0,34,0,,0.0,,0.0,106.8,O
16.0,32,3,,9.4,,58.2,47.3,X
17.0,33,2,,6.1,,114.5,60.7,X
2.0,291,41,,14.1,,89.7,96.1,O
3.0,285,31,,10.9,,67.0,76.5,X
4.0,116,14,,12.1,,149.2,113.8,O
5.0,145,19,,13.1,,126.1,99.9,O
6.0,97,13,,13.4,,126.5,80.7,O
7.0,98,6,,6.1,,39.7,64.7,X
8.0,91,10,,11.0,,60.9,99.1,O
9.0,99,10,,10.1,,106.5,59.7,X
