bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|1,15199,4430,,29.1,,79.4,83.3,O
A|2,13769,2651,,19.3,,82.1,83.4,O
A|3,12862,1924,,15.0,,77.3,79.4,X
A|4,12231,1421,,11.6,,73.4,78.1,X
A|5,11337,1085,,9.6,,81.2,77.7,X
A|6,10639,849,,8.0,,74.4,78.2,X
B|1,7659,1968,,25.7,,80.0,84.0,O
B|2,7811,1305,,16.7,,80.0,81.8,O
B|3,7729,989,,12.8,,81.3,82.2,O
B|4,7695,702,,9.1,,82.9,78.2,X
B|5,7697,596,,7.7,,79.9,80.8,O
B|6,7306,464,,6.4,,75.9,78.6,X
C|1,4386,1048,,23.9,,75.1,82.3,O
C|2,4721,705,,14.9,,80.0,85.0,O
C|3,5008,536,,10.7,,71.9,82.7,O
C|4,5194,451,,8.7,,85.2,80.0,O
C|5,5103,327,,6.4,,67.9,81.5,O
C|6,4986,291,,5.8,,85.9,78.4,X
D|1,3512,770,,21.9,,73.3,82.9,O
D|2,3988,579,,14.5,,80.7,81.7,O
D|3,4287,425,,9.9,,77.0,77.1,X
D|4,4481,375,,8.4,,74.7,78.5,X
D|5,4505,278,,6.2,,65.8,79.0,X
D|6,4391,238,,5.4,,82.8,72.4,X
E|1,794,151,,19.0,,63.4,98.0,O
E|2,1083,152,,14.0,,80.8,76.0,X
E|3,1202,112,,9.3,,72.4,77.7,X
E|4,1203,70,,5.8,,62.0,73.3,X
E|5,1352,66,,4.9,,73.1,70.9,X
E|6,1274,61,,4.8,,74.1,71.9,X
