bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|01,121,12,,9.9,,38.2,73.5,X
稍重|02,236,21,,8.9,,50.7,107.6,O
稍重|03,376,33,,8.8,,60.9,76.3,X
稍重|04,1108,124,,11.2,,94.5,79.6,X
稍重|05,106,17,,16.0,,101.6,67.5,X
稍重|06,969,73,,7.5,,73.4,88.9,O
稍重|08,139,20,,14.4,,78.4,53.6,X
稍重|09,1534,123,,8.0,,73.7,76.4,X
稍重|11,303,50,,16.5,,63.8,70.0,X
稍重|12,3218,273,,8.5,,80.4,75.7,X
稍重|14,658,124,,18.8,,70.2,72.3,X
稍重|15,6763,521,,7.7,,80.3,78.4,X
稍重|17,1043,250,,24.0,,72.6,80.1,O
稍重|18,9193,688,,7.5,,69.5,76.3,X
稍重|23,38,3,,7.9,,37.3,69.7,X
稍重|24,342,40,,11.7,,58.9,88.6,O
稍重|25,105,15,,14.3,,98.9,103.3,O
稍重|26,1009,74,,7.3,,77.4,82.8,O
稍重|28,172,25,,14.5,,62.0,69.9,X
稍重|29,1774,131,,7.4,,60.4,73.0,X
稍重|31,397,81,,20.4,,82.1,69.3,X
稍重|32,4531,322,,7.1,,74.6,77.1,X
稍重|34,1060,220,,20.8,,63.2,76.7,X
稍重|35,10315,790,,7.7,,81.9,78.5,X
稍重|37,1463,356,,24.3,,70.8,82.7,O
稍重|38,9823,762,,7.8,,82.6,81.7,O
稍重|54,72,13,,18.1,,93.9,93.3,O
稍重|55,55,10,,18.2,,68.3,90.0,O
稍重|56,589,48,,8.1,,70.2,73.2,X
稍重|61,120,37,,30.8,,104.3,90.0,O
稍重|62,879,86,,9.8,,71.7,77.8,X
良|01,721,119,,16.5,,62.2,86.2,O
良|02,1319,138,,10.5,,70.2,74.8,X
良|03,2247,206,,9.2,,64.5,69.7,X
良|04,6386,683,,10.7,,81.2,76.3,X
良|05,573,82,,14.3,,70.5,78.5,X
良|06,5049,363,,7.2,,79.9,75.5,X
良|08,829,126,,15.2,,82.1,85.1,O
良|09,8877,702,,7.9,,96.8,81.6,O
良|11,1724,310,,18.0,,63.9,73.3,X
良|12,17014,1450,,8.5,,75.5,79.6,X
良|14,3139,605,,19.3,,80.8,83.1,O
良|15,30751,2459,,8.0,,78.3,77.6,X
良|17,5020,1150,,22.9,,71.4,79.9,X
良|18,36407,2821,,7.7,,78.2,78.4,X
良|21,50,5,,10.0,,46.8,92.6,O
良|22,105,11,,10.5,,59.2,79.4,X
良|23,172,22,,12.8,,153.5,90.4,O
良|24,1103,125,,11.3,,70.1,74.4,X
良|25,302,51,,16.9,,110.4,79.5,X
良|26,3361,243,,7.2,,79.0,79.9,X
良|28,530,79,,14.9,,61.2,69.0,X
良|29,6326,485,,7.7,,80.6,77.2,X
良|31,1337,235,,17.6,,75.1,77.7,X
良|32,15460,1122,,7.3,,78.2,75.8,X
良|34,3173,651,,20.5,,70.8,79.0,X
良|35,31801,2362,,7.4,,81.2,79.1,X
良|37,4304,1046,,24.3,,69.8,80.4,O
良|38,30034,2189,,7.3,,78.6,80.8,O
良|54,265,60,,22.6,,65.0,79.8,X
良|55,270,40,,14.8,,51.5,81.3,O
良|56,2521,205,,8.1,,89.6,83.1,O
良|61,550,140,,25.5,,82.0,86.8,O
良|62,3780,378,,10.0,,92.9,88.3,O
重以上|01,73,8,,11.0,,22.8,58.9,X
重以上|02,133,19,,14.3,,109.0,78.0,X
重以上|03,204,16,,7.8,,68.5,65.9,X
重以上|04,624,57,,9.1,,82.2,88.8,O
重以上|05,48,1,,2.1,,1.4,50.8,X
重以上|06,503,36,,7.2,,62.8,73.8,X
重以上|08,62,8,,12.9,,59.0,56.8,X
重以上|09,864,65,,7.5,,88.1,90.3,O
重以上|11,165,29,,17.6,,84.4,80.9,O
重以上|12,1674,134,,8.0,,80.6,74.7,X
重以上|14,344,57,,16.6,,70.5,70.0,X
重以上|15,3489,267,,7.7,,80.3,77.3,X
重以上|17,514,107,,20.8,,81.6,81.6,O
重以上|18,5521,426,,7.7,,96.1,80.4,O
重以上|23,55,4,,7.3,,20.2,32.2,X
重以上|24,286,35,,12.2,,83.3,87.2,O
重以上|25,78,14,,17.9,,151.5,95.0,O
重以上|26,837,62,,7.4,,97.0,82.0,O
重以上|28,131,14,,10.7,,74.4,64.8,X
重以上|29,1599,120,,7.5,,75.4,81.3,O
重以上|31,310,58,,18.7,,63.8,76.0,X
重以上|32,3765,272,,7.2,,73.9,80.9,O
重以上|34,865,165,,19.1,,62.9,75.8,X
重以上|35,8278,641,,7.7,,76.2,80.6,O
重以上|37,1274,332,,26.1,,79.9,79.4,X
重以上|38,8560,622,,7.3,,67.4,79.5,X
重以上|54,30,7,,23.3,,163.6,97.8,O
重以上|56,279,24,,8.6,,83.6,86.7,O
重以上|61,58,16,,27.6,,56.4,64.8,X
重以上|62,494,44,,8.9,,74.5,85.3,O
