bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|1,2381,683,,28.7,,76.0,81.8,O
稍重|2,2383,439,,18.4,,83.5,81.0,O
稍重|3,2377,311,,13.1,,74.6,80.2,O
稍重|4,2369,225,,9.5,,79.2,80.2,O
稍重|5,2332,185,,7.9,,88.0,75.6,X
稍重|6,2235,113,,5.1,,75.3,77.0,X
稍重|7,2052,98,,4.8,,73.5,72.2,X
良|1,12261,3692,,30.1,,80.8,85.1,O
良|2,12256,2304,,18.8,,79.8,82.1,O
良|3,12269,1589,,13.0,,78.0,81.7,O
良|4,12209,1176,,9.6,,76.4,77.5,X
良|5,11990,841,,7.0,,73.5,74.0,X
良|6,11410,658,,5.8,,81.8,78.5,X
良|7,10420,471,,4.5,,74.1,73.0,X
重以上|1,1149,288,,25.1,,75.3,79.9,X
重以上|2,1142,197,,17.3,,87.7,83.1,O
重以上|3,1146,150,,13.1,,76.1,78.2,X
重以上|4,1139,115,,10.1,,74.2,82.8,O
重以上|5,1128,98,,8.7,,93.8,81.0,O
重以上|6,1080,75,,6.9,,98.0,76.9,X
重以上|7,999,57,,5.7,,76.6,88.8,O
