bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
-0.1,66,5,,7.6,,43.4,73.5,X
-0.2,70,9,,12.9,,99.8,108.5,O
-0.3,87,9,,10.3,,169.8,101.0,O
-0.4,73,10,,13.7,,150.5,74.3,X
-0.5,66,8,,12.1,,93.3,109.9,O
-0.6,86,10,,11.6,,117.0,62.2,X
-0.7,87,8,,9.2,,67.8,63.9,X
-0.8,93,9,,9.7,,79.3,67.3,X
-0.9,121,15,,12.4,,76.5,59.8,X
-1.0,245,38,,15.5,,72.5,85.8,O
-1.1,123,13,,10.6,,83.3,62.9,X
-1.2,103,10,,9.7,,32.0,55.5,X
-1.3,98,11,,11.2,,136.9,75.5,X
-1.4,121,10,,8.3,,66.6,78.7,X
-1.5,109,13,,11.9,,46.7,72.8,X
-1.6,129,12,,9.3,,54.7,81.1,O
-1.7,117,12,,10.3,,30.7,82.5,O
-1.8,123,14,,11.4,,86.5,79.8,X
-1.9,102,8,,7.8,,123.3,112.2,O
-10.0,227,17,,7.5,,41.8,93.1,O
-10.1,80,7,,8.8,,49.0,37.2,X
-10.2,85,10,,11.8,,125.8,91.2,O
-10.3,95,7,,7.4,,179.2,87.1,O
-10.4,83,6,,7.2,,57.0,61.1,X
-10.5,81,6,,7.4,,136.9,101.9,O
-10.6,105,7,,6.7,,41.8,82.6,O
-10.7,85,12,,14.1,,138.7,74.7,X
-10.8,89,10,,11.2,,203.0,70.6,X
-10.9,89,3,,3.4,,50.0,59.9,X
-11.0,163,16,,9.8,,84.2,103.2,O
-11.1,77,3,,3.9,,29.5,37.8,X
-11.2,66,5,,7.6,,85.8,59.3,X
-11.3,82,6,,7.3,,109.4,72.8,X
-11.4,54,4,,7.4,,27.4,52.0,X
-11.5,72,4,,5.6,,63.5,76.5,X
-11.6,63,5,,7.9,,86.8,80.3,O
-11.7,66,10,,15.2,,230.6,79.0,X
-11.8,47,4,,8.5,,109.3,58.8,X
-11.9,49,3,,6.1,,20.0,34.2,X
-12.0,137,12,,8.8,,42.7,61.3,X
-12.1,55,3,,5.5,,116.4,127.7,O
-12.2,53,6,,11.3,,67.6,37.6,X
-12.3,47,5,,10.6,,49.5,106.0,O
-12.4,55,4,,7.3,,18.5,50.6,X
-12.5,41,3,,7.3,,124.4,92.8,O
-12.6,53,3,,5.7,,41.9,129.0,O
-12.7,45,5,,11.1,,43.8,75.7,X
-12.8,37,3,,8.1,,18.7,25.0,X
-12.9,46,4,,8.7,,173.6,121.0,O
-13.0,119,18,,15.1,,62.7,62.1,X
-13.2,39,3,,7.7,,116.2,106.4,O
-13.3,36,1,,2.8,,11.7,39.9,X
-13.4,30,3,,10.0,,142.2,145.9,O
-13.5,32,0,,0.0,,0.0,32.5,X
-13.6,31,2,,6.5,,491.6,143.5,O
-13.7,33,3,,9.1,,205.3,117.8,O
-13.9,31,3,,9.7,,24.1,33.1,X
-14.0,76,3,,3.9,,22.0,65.2,X
-15.0,58,9,,15.5,,235.2,86.0,O
-16.0,36,1,,2.8,,1.1,84.2,O
-2.0,283,43,,15.2,,95.3,100.4,O
-2.1,130,18,,13.8,,57.8,76.6,X
-2.2,127,11,,8.7,,77.6,68.8,X
-2.3,148,14,,9.5,,31.9,51.7,X
-2.4,137,16,,11.7,,60.9,77.9,X
-2.5,130,17,,13.1,,81.4,101.5,O
-2.6,134,16,,11.9,,90.7,93.2,O
-2.7,162,19,,11.7,,171.4,123.5,O
-2.8,141,11,,7.8,,40.2,101.5,O
-2.9,162,16,,9.9,,128.2,99.4,O
-3.0,371,47,,12.7,,66.2,69.5,X
-3.1,167,18,,10.8,,45.1,99.9,O
-3.2,135,17,,12.6,,103.4,95.3,O
-3.3,173,20,,11.6,,101.8,86.2,O
-3.4,152,21,,13.8,,106.3,96.0,O
-3.5,162,21,,13.0,,123.6,89.5,O
-3.6,175,10,,5.7,,43.6,97.7,O
-3.7,161,12,,7.5,,51.4,74.2,X
-3.8,174,27,,15.5,,65.4,82.6,O
-3.9,165,14,,8.5,,57.5,82.9,O
-4.0,376,48,,12.8,,57.2,70.6,X
-4.1,170,17,,10.0,,48.4,82.6,O
-4.2,160,15,,9.4,,51.2,95.7,O
-4.3,179,12,,6.7,,29.5,63.2,X
-4.4,172,18,,10.5,,45.1,51.8,X
-4.5,146,21,,14.4,,86.6,72.5,X
-4.6,160,8,,5.0,,121.1,94.9,O
-4.7,188,19,,10.1,,53.2,76.7,X
-4.8,160,18,,11.2,,187.2,125.0,O
-4.9,194,18,,9.3,,43.0,55.9,X
-5.0,391,60,,15.3,,102.3,77.7,X
-5.1,191,18,,9.4,,59.2,72.0,X
-5.2,175,21,,12.0,,97.4,87.9,O
-5.3,193,19,,9.8,,45.2,65.8,X
-5.4,179,23,,12.8,,59.8,80.1,O
-5.5,178,12,,6.7,,20.4,38.4,X
-5.6,157,28,,17.8,,104.7,74.3,X
-5.7,189,19,,10.1,,96.2,68.6,X
-5.8,194,28,,14.4,,108.7,91.0,O
-5.9,179,19,,10.6,,50.3,70.7,X
-6.0,376,46,,12.2,,71.3,74.6,X
-6.1,185,11,,5.9,,29.8,64.7,X
-6.2,188,16,,8.5,,121.8,76.2,X
-6.3,173,12,,6.9,,92.9,73.6,X
-6.4,181,14,,7.7,,65.0,71.3,X
-6.5,148,10,,6.8,,22.3,61.6,X
-6.6,168,22,,13.1,,76.5,96.2,O
-6.7,173,13,,7.5,,46.9,69.5,X
-6.8,157,10,,6.4,,87.6,95.4,O
-6.9,165,9,,5.5,,32.5,86.0,O
-7.0,356,46,,12.9,,148.8,93.3,O
-7.1,151,17,,11.3,,144.7,84.3,O
-7.2,142,12,,8.5,,56.0,58.8,X
-7.3,166,21,,12.7,,70.4,68.0,X
-7.4,164,15,,9.1,,66.9,93.7,O
-7.5,169,9,,5.3,,29.0,83.6,O
-7.6,165,14,,8.5,,89.0,90.6,O
-7.7,168,16,,9.5,,66.7,84.9,O
-7.8,162,14,,8.6,,95.2,59.6,X
-7.9,149,14,,9.4,,43.4,52.8,X
-8.0,316,27,,8.5,,65.2,74.2,X
-8.1,144,15,,10.4,,102.9,68.2,X
-8.2,131,14,,10.7,,66.5,82.8,O
-8.3,125,16,,12.8,,54.4,63.1,X
-8.4,139,11,,7.9,,37.9,59.4,X
-8.5,114,14,,12.3,,56.9,115.4,O
-8.6,142,8,,5.6,,48.4,54.5,X
-8.7,141,10,,7.1,,54.1,82.9,O
-8.8,109,4,,3.7,,20.6,56.4,X
-8.9,131,9,,6.9,,44.7,54.5,X
-9.0,4347,405,,9.3,,73.3,73.9,X
-9.1,140,11,,7.9,,62.5,80.2,O
-9.2,127,10,,7.9,,45.2,62.9,X
-9.3,123,14,,11.4,,125.0,89.5,O
-9.4,116,18,,15.5,,248.2,108.3,O
-9.5,128,10,,7.8,,27.0,64.6,X
-9.6,117,10,,8.5,,94.7,59.4,X
-9.7,111,11,,9.9,,68.0,48.3,X
-9.8,91,5,,5.5,,105.8,60.5,X
-9.9,117,7,,6.0,,45.5,52.0,X
0.0,121,19,,15.7,,103.2,108.3,O
0.1,68,4,,5.9,,38.4,88.9,O
0.2,40,4,,10.0,,73.2,97.6,O
0.3,50,6,,12.0,,68.0,39.8,X
0.4,121,14,,11.6,,47.9,56.4,X
0.7,36,4,,11.1,,126.2,88.6,O
0.8,63,10,,15.9,,157.9,85.6,O
