bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
01,216,17,,7.9,,73.3,88.8,O
02,158,10,,6.3,,45.3,52.5,X
03,1950,181,,9.3,,67.6,76.7,X
04,2326,217,,9.3,,60.8,76.3,X
05,1728,125,,7.2,,97.7,74.6,X
06,1734,134,,7.7,,83.3,70.7,X
07,1068,107,,10.0,,88.6,81.3,O
08,634,53,,8.4,,70.2,77.2,X
09,1174,135,,11.5,,77.2,88.3,O
10,537,61,,11.4,,89.5,83.0,O
43,31,2,,6.5,,44.1,128.4,O
44,39,2,,5.1,,85.6,102.1,O
45,42,1,,2.4,,148.0,73.2,X
48,30,0,,0.0,,0.0,142.7,O
50,61,4,,6.6,,45.2,52.8,X
