bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
01,32865,7554,,23.0,,75.7,81.8,O
02,32716,5325,,16.3,,81.3,82.1,O
03,32427,4107,,12.7,,77.5,79.7,X
04,32028,3206,,10.0,,77.6,79.0,X
05,31326,2768,,8.8,,85.7,81.1,O
06,30334,2160,,7.1,,76.5,77.2,X
07,28781,1749,,6.1,,81.1,77.8,X
08,26769,1391,,5.2,,74.1,75.7,X
09,24199,1204,,5.0,,84.2,79.3,X
10,21280,911,,4.3,,72.0,74.4,X
11,18197,715,,3.9,,81.5,77.1,X
12,15123,536,,3.5,,73.2,76.0,X
13,12264,423,,3.4,,85.9,76.8,X
14,9583,308,,3.2,,77.9,79.8,X
15,6890,233,,3.4,,80.5,77.9,X
16,4478,142,,3.2,,85.4,78.5,X
17,990,33,,3.3,,62.1,60.7,X
18,624,15,,2.4,,68.0,69.8,X
