bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
11.8,56,0,,0.0,,0.0,13.8,X
11.9,141,1,,0.7,,41.1,55.7,X
16.5,51,1,,2.0,,53.0,76.2,X
16.6,56,4,,7.1,,180.1,92.8,O
19.7,36,1,,2.8,,53.6,69.7,X
22.6,73,3,,4.1,,75.3,45.4,X
25.2,57,2,,3.5,,51.9,81.7,O
3.7,58,1,,1.7,,66.0,76.8,X
32.7,39,2,,5.1,,40.7,76.7,X
36.7,42,10,,23.8,,131.9,107.1,O
41.0,60,11,,18.3,,94.2,101.6,O
49.7,33,8,,24.2,,107.2,103.3,O
58.4,30,10,,33.3,,111.3,114.5,O
66.1,32,14,,43.8,,93.7,91.1,O
66.2,36,19,,52.8,,114.3,92.5,O
7.1,207,2,,1.0,,52.9,75.8,X
7.2,46,0,,0.0,,0.0,127.6,O
7.3,43,0,,0.0,,0.0,30.0,X
9.1,30,0,,0.0,,0.0,218.7,O
