bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0,2039,303,,14.9,,83.7,86.8,O
1,1080,138,,12.8,,75.1,77.3,X
10,972,71,,7.3,,58.5,78.8,X
11,779,74,,9.5,,60.1,70.1,X
12,748,66,,8.8,,90.0,81.4,O
13,595,39,,6.6,,46.9,63.1,X
14,467,32,,6.9,,60.2,69.4,X
15,317,24,,7.6,,27.5,89.6,O
16,217,24,,11.1,,189.1,92.8,O
17,172,11,,6.4,,70.8,62.5,X
18,109,9,,8.3,,67.1,66.3,X
19,81,6,,7.4,,24.1,171.0,O
2,1146,128,,11.2,,97.5,87.6,O
20,52,4,,7.7,,44.7,64.4,X
21,31,1,,3.2,,99.5,40.5,X
3,1272,110,,8.6,,71.5,71.4,X
4,1329,119,,9.0,,67.4,72.4,X
5,1344,140,,10.4,,99.3,88.1,O
6,1350,122,,9.0,,97.0,85.8,O
7,1230,104,,8.5,,69.6,74.7,X
8,1247,110,,8.8,,77.2,76.9,X
9,1137,98,,8.6,,93.2,81.9,O
