bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
むかわ,147,11,,7.5,,92.9,87.5,O
千歳,1268,121,,9.5,,71.2,63.5,X
厚真,44,5,,11.4,,92.8,85.1,O
安平,2092,225,,10.8,,59.4,70.6,X
平取,349,24,,6.9,,105.0,77.8,X
愛,37,7,,18.9,,133.4,72.7,X
新ひだか,4717,415,,8.8,,80.7,77.4,X
新冠,3032,272,,9.0,,78.0,82.2,O
日高,3046,251,,8.2,,74.3,87.0,O
栃木,36,3,,8.3,,45.8,84.7,O
様似,167,12,,7.2,,81.5,81.5,O
洞爺湖,124,13,,10.5,,166.7,84.7,O
浦河,4812,404,,8.4,,87.4,83.8,O
登別,55,7,,12.7,,71.6,50.8,X
白老,382,34,,8.9,,78.6,73.5,X
米,935,133,,14.2,,105.7,77.1,X
英,56,3,,5.4,,38.0,85.4,O
青森,92,3,,3.3,,23.5,96.1,O
