bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
-0.1,57,3,,5.3,,110.6,97.1,O
-0.2,93,4,,4.3,,46.2,76.3,X
-0.3,147,7,,4.8,,47.9,72.5,X
-0.4,71,0,,0.0,,0.0,54.1,X
-0.5,106,5,,4.7,,159.4,102.6,O
-0.6,94,3,,3.2,,39.6,81.2,O
-0.7,88,3,,3.4,,114.5,82.3,O
-0.8,85,4,,4.7,,70.1,73.0,X
-0.9,67,2,,3.0,,83.0,104.1,O
-1.0,64,1,,1.6,,35.3,56.7,X
-1.1,75,3,,4.0,,45.3,58.2,X
-1.2,81,6,,7.4,,61.0,71.7,X
-1.3,208,14,,6.7,,76.1,70.7,X
-1.4,80,1,,1.2,,24.0,32.8,X
-1.5,82,3,,3.7,,99.1,48.6,X
-1.6,61,6,,9.8,,279.7,98.6,O
-1.7,155,10,,6.5,,150.7,93.9,O
-1.8,102,6,,5.9,,89.2,107.2,O
-1.9,127,5,,3.9,,50.9,91.4,O
-10.0,2536,71,,2.8,,52.6,74.2,X
-10.1,105,2,,1.9,,48.1,88.2,O
-10.2,415,8,,1.9,,75.0,108.0,O
-10.3,186,3,,1.6,,71.5,40.5,X
-10.4,199,5,,2.5,,56.4,73.1,X
-10.5,98,3,,3.1,,147.5,106.0,O
-10.6,82,0,,0.0,,0.0,35.3,X
-10.7,89,2,,2.2,,57.7,34.8,X
-10.8,799,31,,3.9,,165.1,97.9,O
-10.9,136,4,,2.9,,72.9,127.2,O
-11.0,61,1,,1.6,,123.2,117.5,O
-11.2,61,0,,0.0,,0.0,26.3,X
-11.3,636,14,,2.2,,43.1,86.2,O
-11.4,340,3,,0.9,,25.2,52.0,X
-11.5,449,9,,2.0,,143.9,95.5,O
-11.7,81,1,,1.2,,17.2,51.4,X
-11.8,170,5,,2.9,,21.0,98.6,O
-11.9,247,5,,2.0,,54.2,87.3,O
-12.0,52,0,,0.0,,0.0,44.9,X
-12.1,381,9,,2.4,,71.1,94.0,O
-12.3,251,7,,2.8,,98.1,86.8,O
-12.4,182,3,,1.6,,77.4,82.8,O
-12.5,604,15,,2.5,,52.8,86.2,O
-12.6,158,3,,1.9,,121.4,43.3,X
-12.7,87,1,,1.1,,39.1,76.3,X
-12.9,107,2,,1.9,,39.0,83.8,O
-13.4,90,3,,3.3,,198.9,112.2,O
-13.6,60,2,,3.3,,138.1,38.6,X
-13.8,44,3,,6.8,,701.4,185.4,O
-2.0,132,5,,3.8,,99.9,107.9,O
-2.1,100,4,,4.0,,98.1,69.4,X
-2.2,94,4,,4.3,,162.1,83.2,O
-2.3,103,8,,7.8,,183.2,108.2,O
-2.4,108,5,,4.6,,101.7,89.5,O
-2.5,85,4,,4.7,,73.9,73.4,X
-2.6,92,4,,4.3,,99.6,117.4,O
-2.7,175,9,,5.1,,51.8,51.5,X
-2.8,98,6,,6.1,,241.9,91.5,O
-2.9,195,9,,4.6,,147.8,95.1,O
-3.0,88,7,,8.0,,262.9,127.2,O
-3.1,59,0,,0.0,,0.0,69.6,X
-3.2,59,0,,0.0,,0.0,49.7,X
-3.3,177,12,,6.8,,241.2,82.1,O
-3.4,79,2,,2.5,,9.6,71.8,X
-3.5,145,5,,3.4,,65.3,69.8,X
-3.6,77,3,,3.9,,71.1,119.2,O
-3.7,75,2,,2.7,,79.5,103.2,O
-3.8,143,3,,2.1,,33.1,75.1,X
-3.9,84,6,,7.1,,102.9,73.4,X
-4.0,72,3,,4.2,,152.2,107.1,O
-4.1,63,1,,1.6,,46.0,46.9,X
-4.2,112,3,,2.7,,24.3,55.4,X
-4.3,67,4,,6.0,,170.7,106.5,O
-4.4,71,5,,7.0,,235.5,83.5,O
-4.5,98,1,,1.0,,11.8,63.8,X
-4.6,68,2,,2.9,,71.7,53.4,X
-4.7,246,10,,4.1,,95.8,91.0,O
-4.8,86,1,,1.2,,25.0,30.6,X
-4.9,73,6,,8.2,,150.9,104.1,O
-5.0,172,2,,1.2,,34.4,66.1,X
-5.1,62,1,,1.6,,32.5,76.3,X
