bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A,314,49,,15.6,,136.3,97.4,O
B,375,37,,9.9,,50.3,82.5,O
C,228,21,,9.2,,64.4,83.8,O
D,220,22,,10.0,,60.6,85.1,O
E,84,4,,4.8,,85.1,84.3,O
