bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1000,6590,619,,9.4,,76.4,76.3,X
1150,4138,343,,8.3,,83.5,80.3,O
1200,37633,3244,,8.6,,76.8,78.5,X
1300,2777,241,,8.7,,93.2,80.5,O
1400,30869,2650,,8.6,,75.6,77.2,X
1600,11362,1018,,9.0,,76.6,76.9,X
1700,21855,1908,,8.7,,80.5,79.7,X
1800,50245,4666,,9.3,,79.1,79.4,X
1900,4281,400,,9.3,,79.8,80.5,O
2000,1902,182,,9.6,,105.1,85.8,O
2100,4012,344,,8.6,,68.8,76.1,X
2400,1878,171,,9.1,,83.4,86.6,O
2500,297,27,,9.1,,73.3,73.4,X
3600,112,10,,8.9,,69.4,62.1,X
