bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
03,112,10,,8.9,,29.9,58.2,X
04,404,37,,9.2,,56.5,68.7,X
05,42,10,,23.8,,169.7,95.0,O
06,438,33,,7.5,,67.2,79.2,X
08,30,4,,13.3,,57.9,51.1,X
09,420,28,,6.7,,61.4,95.2,O
11,88,15,,17.0,,79.4,53.6,X
12,1204,97,,8.1,,91.4,87.2,O
14,387,81,,20.9,,87.7,79.2,X
15,4314,308,,7.1,,77.1,80.0,O
17,350,67,,19.1,,69.3,79.0,X
18,3042,250,,8.2,,84.2,75.4,X
32,84,4,,4.8,,57.2,23.1,X
35,549,27,,4.9,,112.7,85.6,O
38,710,51,,7.2,,109.3,100.6,O
