bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,15884,5013,,31.6,,77.3,83.3,O
10,11227,272,,2.4,,77.4,79.4,X
11,8971,176,,2.0,,76.2,70.2,X
12,7069,118,,1.7,,70.8,78.8,X
13,5210,91,,1.7,,82.8,82.1,O
14,3797,63,,1.7,,94.2,90.5,O
15,2418,30,,1.2,,70.9,74.7,X
16,1184,25,,2.1,,100.6,84.9,O
2,15866,2926,,18.4,,78.6,81.1,O
3,15878,2023,,12.7,,74.7,78.5,X
4,15868,1552,,9.8,,78.5,76.1,X
5,15855,1136,,7.2,,73.3,77.1,X
6,15732,867,,5.5,,77.4,77.2,X
7,15370,646,,4.2,,79.6,77.2,X
8,14573,493,,3.4,,78.1,82.3,O
9,13069,394,,3.0,,89.1,75.8,X
