bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
むかわ,191,9,,4.7,,81.8,65.7,X
千歳,2559,257,,10.0,,86.2,78.9,X
安平,4585,603,,13.2,,74.3,79.4,X
平取,368,24,,6.5,,94.0,78.5,X
愛,160,17,,10.6,,81.6,103.9,O
新ひだか,3808,310,,8.1,,83.4,78.6,X
新冠,3399,258,,7.6,,78.9,78.7,X
日高,2880,225,,7.8,,82.1,82.7,O
栃木,33,1,,3.0,,150.9,54.5,X
様似,99,5,,5.1,,25.9,54.7,X
洞爺湖,247,26,,10.5,,102.7,74.9,X
浦河,2998,213,,7.1,,83.8,75.1,X
登別,38,3,,7.9,,38.6,25.4,X
白老,744,74,,9.9,,49.5,76.9,X
米,274,34,,12.4,,84.3,95.6,O
英,81,5,,6.2,,27.3,59.9,X
豪,53,9,,17.0,,62.3,93.4,O
青森,63,5,,7.9,,165.9,79.3,X
