bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0,18887,2951,,15.6,,78.4,83.7,O
1,9204,1130,,12.3,,79.2,79.2,X
10,10213,712,,7.0,,79.4,77.2,X
11,9028,603,,6.7,,77.3,79.8,X
12,7964,513,,6.4,,73.7,75.6,X
13,6687,372,,5.6,,70.4,72.4,X
14,5390,314,,5.8,,69.2,72.6,X
15,4193,229,,5.5,,74.3,69.3,X
16,3166,168,,5.3,,76.1,76.1,X
17,2357,116,,4.9,,63.1,70.4,X
18,1640,91,,5.5,,77.7,70.5,X
19,1193,67,,5.6,,73.1,77.2,X
2,10374,1119,,10.8,,77.6,75.7,X
20,818,43,,5.3,,67.5,70.3,X
21,560,25,,4.5,,101.9,91.1,O
22,371,17,,4.6,,118.6,73.1,X
23,261,12,,4.6,,99.4,108.6,O
24,215,6,,2.8,,76.5,57.3,X
25,165,9,,5.5,,95.9,80.7,O
26,84,3,,3.6,,85.3,67.2,X
27,68,5,,7.4,,153.5,100.6,O
28,56,5,,8.9,,142.8,41.2,X
29,43,1,,2.3,,66.4,26.7,X
3,11342,1158,,10.2,,77.0,79.2,X
4,12197,1162,,9.5,,80.3,79.5,X
5,12696,1185,,9.3,,82.6,82.4,O
6,12872,1117,,8.7,,86.8,81.0,O
7,12740,983,,7.7,,75.0,78.3,X
8,12079,929,,7.7,,84.3,82.7,O
9,10968,775,,7.1,,74.2,77.5,X
