bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0.0,9085,925,,10.2,,76.5,77.8,X
10.0,493,42,,8.5,,81.9,80.7,O
11.0,508,48,,9.4,,89.4,81.2,O
12.0,716,65,,9.1,,66.7,70.7,X
13.0,173,8,,4.6,,70.9,75.9,X
14.0,642,60,,9.3,,58.3,76.0,X
15.0,263,22,,8.4,,66.0,99.2,O
16.0,117,8,,6.8,,126.3,71.2,X
17.0,715,64,,9.0,,60.1,74.2,X
18.0,306,21,,6.9,,84.2,72.5,X
19.0,161,12,,7.5,,79.2,61.1,X
20.0,823,83,,10.1,,93.8,86.1,O
21.0,169,15,,8.9,,73.9,62.7,X
22.0,290,29,,10.0,,93.4,90.8,O
23.0,142,5,,3.5,,12.1,60.2,X
24.0,120,7,,5.8,,51.2,61.1,X
25.0,983,72,,7.3,,53.6,80.9,O
26.0,62,4,,6.5,,22.1,109.3,O
27.0,206,13,,6.3,,51.2,97.5,O
28.0,59,1,,1.7,,100.7,44.0,X
29.0,346,27,,7.8,,55.7,64.9,X
3.0,123,6,,4.9,,69.1,72.7,X
30.0,159,21,,13.2,,92.6,84.7,O
31.0,114,7,,6.1,,62.2,85.8,O
32.0,43,3,,7.0,,105.2,62.1,X
33.0,1257,136,,10.8,,79.5,84.5,O
35.0,46,3,,6.5,,138.5,166.4,O
36.0,116,13,,11.2,,99.5,74.5,X
38.0,210,24,,11.4,,82.8,75.7,X
4.0,223,13,,5.8,,89.4,110.0,O
40.0,403,41,,10.2,,65.0,68.6,X
41.0,30,1,,3.3,,43.0,80.6,O
42.0,68,7,,10.3,,190.3,87.0,O
43.0,158,16,,10.1,,111.6,100.3,O
44.0,92,7,,7.6,,70.3,81.1,O
45.0,47,5,,10.6,,53.4,80.2,O
46.0,31,1,,3.2,,23.3,82.1,O
47.0,35,2,,5.7,,11.0,75.8,X
5.0,336,23,,6.8,,99.8,99.0,O
50.0,1413,140,,9.9,,69.4,82.5,O
55.0,34,2,,5.9,,13.7,58.2,X
56.0,41,6,,14.6,,54.4,124.3,O
57.0,86,13,,15.1,,90.9,85.9,O
58.0,31,1,,3.2,,48.0,151.6,O
6.0,440,30,,6.8,,42.0,57.1,X
60.0,136,11,,8.1,,84.6,71.0,X
62.0,57,6,,10.5,,55.9,99.1,O
67.0,413,48,,11.6,,94.4,96.8,O
7.0,398,32,,8.0,,82.3,82.4,O
71.0,31,4,,12.9,,73.0,107.4,O
75.0,166,19,,11.4,,96.5,79.7,X
8.0,503,38,,7.6,,75.6,74.6,X
80.0,62,8,,12.9,,85.7,54.3,X
9.0,384,31,,8.1,,101.7,64.0,X
99.9,1208,114,,9.4,,86.8,74.0,X
