bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A1|10,1915,64,,3.3,,94.5,76.7,X
A1|11,1153,26,,2.3,,57.1,83.0,O
A1|12,764,18,,2.4,,90.6,90.3,O
A1|13,100,2,,2.0,,76.2,28.6,X
A1|14,48,0,,0.0,,0.0,17.5,X
A1|4,189,20,,10.6,,89.4,93.7,O
A1|5,8594,679,,7.9,,77.6,75.3,X
A1|6,6847,410,,6.0,,82.0,77.7,X
A1|7,5123,213,,4.2,,72.7,78.7,X
A1|8,3825,158,,4.1,,88.3,88.3,O
A1|9,2575,87,,3.4,,87.0,80.6,O
A2|10,2341,70,,3.0,,91.6,82.9,O
A2|11,1417,37,,2.6,,83.2,72.7,X
A2|12,956,18,,1.9,,46.7,89.2,O
A2|13,121,1,,0.8,,58.3,64.6,X
A2|14,81,4,,4.9,,329.3,82.0,O
A2|4,150,16,,10.7,,100.6,93.7,O
A2|5,6283,441,,7.0,,81.1,76.2,X
A2|6,6328,328,,5.2,,74.4,75.1,X
A2|7,5319,214,,4.0,,73.2,72.9,X
A2|8,4271,149,,3.5,,71.3,83.4,O
A2|9,3016,83,,2.8,,80.1,72.2,X
A3|10,2414,81,,3.4,,111.2,88.3,O
A3|11,1605,36,,2.2,,57.6,72.2,X
A3|12,1049,17,,1.6,,55.2,81.8,O
A3|13,138,7,,5.1,,187.9,127.0,O
A3|14,91,1,,1.1,,25.8,64.8,X
A3|4,122,8,,6.6,,77.3,81.6,O
A3|5,5121,347,,6.8,,74.8,76.2,X
A3|6,5314,277,,5.2,,71.9,81.4,O
A3|7,5355,184,,3.4,,67.0,73.8,X
A3|8,4433,148,,3.3,,79.8,83.6,O
A3|9,3248,85,,2.6,,69.2,70.1,X
A4|10,2718,45,,1.7,,39.2,75.0,X
A4|11,1703,39,,2.3,,78.7,73.5,X
A4|12,1142,24,,2.1,,65.8,70.1,X
A4|13,164,5,,3.0,,149.5,92.0,O
A4|14,83,2,,2.4,,288.6,44.2,X
A4|4,90,10,,11.1,,121.5,114.9,O
A4|5,3916,264,,6.7,,74.1,76.5,X
A4|6,4433,211,,4.8,,63.5,71.5,X
A4|7,4685,212,,4.5,,95.0,83.5,O
A4|8,4735,162,,3.4,,93.4,77.3,X
A4|9,3492,110,,3.2,,86.2,77.5,X
B1|10,1102,25,,2.3,,94.9,75.3,X
B1|11,1691,31,,1.8,,81.1,79.1,X
B1|12,1528,30,,2.0,,79.3,74.1,X
B1|13,3004,59,,2.0,,84.8,91.0,O
B1|14,2079,37,,1.8,,102.8,91.4,O
B1|15,1466,21,,1.4,,66.1,87.0,O
B1|16,743,13,,1.7,,52.6,74.7,X
B1|17,155,2,,1.3,,114.1,109.2,O
B1|18,69,0,,0.0,,0.0,40.4,X
B1|7,286,3,,1.0,,24.9,41.2,X
B1|8,548,6,,1.1,,33.1,59.7,X
B1|9,1286,21,,1.6,,59.4,76.7,X
B2|10,820,9,,1.1,,48.7,68.6,X
B2|11,1244,27,,2.2,,131.7,91.5,O
B2|12,1283,18,,1.4,,67.2,76.9,X
B2|13,2457,36,,1.5,,70.7,78.2,X
B2|14,1807,31,,1.7,,82.0,88.5,O
B2|15,1188,18,,1.5,,80.9,85.0,O
B2|16,705,20,,2.8,,134.1,80.8,O
B2|17,134,3,,2.2,,204.8,63.0,X
B2|18,74,0,,0.0,,0.0,50.3,X
B2|9,481,5,,1.0,,23.5,77.5,X
