bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
01,749,146,,19.5,,67.5,78.3,X
02,748,102,,13.6,,61.3,76.6,X
03,744,91,,12.2,,78.0,74.1,X
04,733,78,,10.6,,81.7,79.2,X
05,721,70,,9.7,,89.9,84.7,O
06,704,51,,7.2,,74.5,85.1,O
07,664,53,,8.0,,115.2,80.9,O
08,617,47,,7.6,,120.3,79.6,X
09,567,37,,6.5,,85.2,79.5,X
10,482,18,,3.7,,46.3,69.4,X
11,409,18,,4.4,,83.9,73.2,X
12,310,15,,4.8,,104.1,74.4,X
13,249,13,,5.2,,129.7,74.7,X
14,212,3,,1.4,,56.8,92.8,O
15,152,7,,4.6,,21.6,92.6,O
16,99,5,,5.1,,76.4,116.6,O
