bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,266,40,,15.0,,119.3,82.4,O
10,204,11,,5.4,,44.9,73.3,X
11,184,15,,8.2,,66.1,80.3,O
12,154,15,,9.7,,133.3,82.6,O
13,140,13,,9.3,,112.1,66.4,X
14,109,9,,8.3,,32.7,64.5,X
15,84,3,,3.6,,13.0,46.0,X
16,63,6,,9.5,,69.6,93.5,O
17,42,3,,7.1,,51.2,31.7,X
18,30,0,,0.0,,0.0,58.2,X
2,259,26,,10.0,,67.4,88.6,O
3,237,27,,11.4,,64.3,82.5,O
4,252,22,,8.7,,60.9,80.8,O
5,238,20,,8.4,,103.0,86.2,O
6,228,31,,13.6,,80.2,73.8,X
7,226,19,,8.4,,98.8,63.2,X
8,212,12,,5.7,,36.9,58.2,X
9,207,17,,8.2,,43.1,77.2,X
