bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
01,690,77,,11.2,,81.8,83.1,O
02,693,73,,10.5,,109.1,85.9,O
03,682,66,,9.7,,83.8,76.1,X
04,692,52,,7.5,,48.8,72.1,X
05,680,59,,8.7,,65.6,76.7,X
06,672,70,,10.4,,64.9,81.8,O
07,659,51,,7.7,,59.6,73.8,X
08,634,57,,9.0,,63.7,73.7,X
09,587,62,,10.6,,96.3,76.7,X
10,549,49,,8.9,,69.9,88.4,O
11,489,51,,10.4,,77.0,63.8,X
12,442,44,,10.0,,91.5,60.7,X
13,402,34,,8.5,,61.1,76.3,X
14,347,28,,8.1,,68.3,108.8,O
15,171,17,,9.9,,127.9,99.8,O
16,159,13,,8.2,,86.8,93.1,O
