bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|1-3,7440,826,,11.1,,88.4,79.8,X
稍重|10+,5311,304,,5.7,,69.8,77.3,X
稍重|4-6,5519,565,,10.2,,77.3,78.4,X
稍重|7-9,4644,394,,8.5,,78.9,79.0,X
良|1-3,37388,4127,,11.0,,79.1,79.9,X
良|10+,25831,1698,,6.6,,78.7,76.9,X
良|4-6,28027,2863,,10.2,,77.1,79.8,X
良|7-9,23331,1922,,8.2,,79.9,76.4,X
重以上|1-3,3627,367,,10.1,,86.7,77.7,X
重以上|10+,2639,190,,7.2,,91.1,83.9,O
重以上|4-6,2625,254,,9.7,,75.1,80.7,O
重以上|7-9,2280,176,,7.7,,73.0,83.9,O
