bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,1206,178,,14.8,,100.3,87.6,O
10,932,64,,6.9,,78.3,67.1,X
11,829,50,,6.0,,101.8,82.7,O
12,769,49,,6.4,,91.3,80.3,O
13,688,36,,5.2,,45.9,70.5,X
14,618,33,,5.3,,85.5,90.3,O
15,532,33,,6.2,,110.6,77.5,X
16,437,24,,5.5,,96.6,83.5,O
17,264,10,,3.8,,90.6,90.8,O
18,181,5,,2.8,,32.2,59.5,X
2,1187,148,,12.5,,81.7,77.9,X
3,1169,125,,10.7,,72.4,76.5,X
4,1132,97,,8.6,,76.1,72.0,X
5,1123,80,,7.1,,56.7,67.0,X
6,1114,97,,8.7,,70.3,71.1,X
7,1046,89,,8.5,,90.5,82.2,O
8,1026,80,,7.8,,88.7,84.0,O
9,977,83,,8.5,,95.2,76.0,X
