bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
05|1,9250,2723,,29.4,,73.7,81.3,O
05|2,9258,1704,,18.4,,79.8,81.7,O
05|3,9247,1318,,14.3,,84.6,79.2,X
05|4,9257,912,,9.9,,77.2,75.9,X
05|5,9197,708,,7.7,,77.2,77.1,X
05|6,9016,484,,5.4,,72.9,78.7,X
10|1,4305,1373,,31.9,,80.2,83.5,O
10|2,4303,799,,18.6,,75.1,81.2,O
10|3,4308,561,,13.0,,76.4,76.9,X
10|4,4306,375,,8.7,,72.0,74.6,X
10|5,4295,301,,7.0,,75.0,74.8,X
10|6,4202,238,,5.7,,74.4,75.4,X
16|1,1880,511,,27.2,,75.2,76.7,X
16|2,1877,348,,18.5,,79.2,80.5,O
16|3,1879,222,,11.8,,72.4,75.3,X
16|4,1882,174,,9.2,,74.2,84.8,O
16|5,1878,136,,7.2,,71.1,73.9,X
16|6,1854,107,,5.8,,70.4,76.9,X
A1|1,2895,1020,,35.2,,89.8,87.0,O
A1|2,2897,531,,18.3,,77.3,80.3,O
A1|3,2895,370,,12.8,,82.4,81.7,O
A1|4,2890,239,,8.3,,69.9,79.5,X
A1|5,2852,202,,7.1,,85.0,76.0,X
A1|6,2757,159,,5.8,,94.4,73.5,X
A3|1,11702,3968,,33.9,,78.6,84.9,O
A3|2,11703,2230,,19.1,,79.3,83.4,O
A3|3,11688,1524,,13.0,,75.5,79.6,X
A3|4,11683,1141,,9.8,,82.2,77.8,X
A3|5,11574,807,,7.0,,76.3,78.1,X
A3|6,11305,617,,5.5,,80.7,76.4,X
OP|1,2802,814,,29.1,,77.5,82.6,O
OP|2,2796,471,,16.8,,71.6,80.7,O
OP|3,2805,390,,13.9,,84.0,80.7,O
OP|4,2796,268,,9.6,,74.2,76.5,X
OP|5,2761,230,,8.3,,94.5,80.6,O
OP|6,2686,142,,5.3,,64.9,80.3,O
