bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A1|0,1641,82,,5.0,,79.1,89.9,O
A1|1,362,25,,6.9,,71.0,66.9,X
A1|2,150,10,,6.7,,57.5,101.6,O
A1|3,393,26,,6.6,,89.3,77.0,X
A1|4,354,24,,6.8,,141.6,76.5,X
A2|0,1629,69,,4.2,,87.1,86.8,O
A2|1,304,12,,3.9,,48.1,58.8,X
A2|2,150,14,,9.3,,102.5,68.8,X
A2|3,391,17,,4.3,,56.1,68.8,X
A2|4,363,12,,3.3,,41.9,58.3,X
A3|0,1547,58,,3.7,,73.3,75.0,X
A3|1,275,11,,4.0,,58.8,74.6,X
A3|2,208,11,,5.3,,52.7,59.7,X
A3|3,350,19,,5.4,,94.2,88.5,O
A3|4,389,16,,4.1,,82.7,71.0,X
A4|0,1462,53,,3.6,,69.8,71.7,X
A4|1,247,11,,4.5,,126.6,91.4,O
A4|2,159,6,,3.8,,39.9,65.1,X
A4|3,340,18,,5.3,,82.5,94.9,O
A4|4,418,19,,4.5,,106.2,67.4,X
B1|0,853,13,,1.5,,49.1,90.4,O
B1|1,125,2,,1.6,,49.1,84.8,O
B1|2,51,0,,0.0,,0.0,37.2,X
B1|3,128,4,,3.1,,34.2,87.6,O
B1|4,241,5,,2.1,,76.9,58.5,X
B2|0,639,8,,1.3,,63.5,90.6,O
B2|1,95,1,,1.1,,13.7,53.3,X
B2|2,43,2,,4.7,,158.9,134.7,O
B2|3,105,3,,2.9,,102.0,78.8,X
B2|4,219,3,,1.4,,69.2,99.6,O
