bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|01,1234,287,,23.3,,74.3,77.0,X
稍重|02,1225,189,,15.4,,75.8,75.8,X
稍重|03,1218,149,,12.2,,81.8,84.0,O
稍重|04,1211,141,,11.6,,104.3,81.1,O
稍重|05,1197,111,,9.3,,87.3,78.9,X
稍重|06,1149,71,,6.2,,73.8,79.9,X
稍重|07,1108,60,,5.4,,95.6,72.0,X
稍重|08,1037,61,,5.9,,74.2,70.7,X
稍重|09,948,49,,5.2,,82.4,88.0,O
稍重|10,841,33,,3.9,,64.7,81.5,O
稍重|11,726,30,,4.1,,88.4,94.5,O
稍重|12,601,16,,2.7,,56.0,55.4,X
稍重|13,479,18,,3.8,,86.0,91.2,O
稍重|14,366,7,,1.9,,49.4,84.7,O
稍重|15,251,13,,5.2,,149.0,80.6,O
稍重|16,126,3,,2.4,,50.5,28.1,X
良|01,5259,1174,,22.3,,76.6,83.4,O
良|02,5248,786,,15.0,,80.0,83.2,O
良|03,5216,687,,13.2,,80.5,77.1,X
良|04,5149,475,,9.2,,74.5,77.2,X
良|05,5055,423,,8.4,,81.7,82.8,O
良|06,4909,377,,7.7,,77.5,77.9,X
良|07,4724,292,,6.2,,83.9,76.8,X
良|08,4466,238,,5.3,,73.0,70.8,X
良|09,4132,193,,4.7,,80.3,79.5,X
良|10,3688,174,,4.7,,83.7,68.4,X
良|11,3212,145,,4.5,,92.1,78.7,X
良|12,2703,91,,3.4,,64.0,76.8,X
良|13,2149,82,,3.8,,79.0,76.9,X
良|14,1717,54,,3.1,,86.5,77.5,X
良|15,1123,38,,3.4,,88.4,79.4,X
良|16,639,22,,3.4,,55.2,85.2,O
良|17,137,5,,3.6,,62.3,56.2,X
良|18,95,3,,3.2,,33.0,79.8,X
重以上|01,726,161,,22.2,,77.4,86.6,O
重以上|02,727,113,,15.5,,62.3,70.3,X
重以上|03,717,68,,9.5,,61.9,80.4,O
重以上|04,719,91,,12.7,,94.9,80.9,O
重以上|05,708,69,,9.7,,92.9,73.3,X
重以上|06,688,56,,8.1,,103.0,85.5,O
重以上|07,664,37,,5.6,,66.1,95.1,O
重以上|08,632,27,,4.3,,72.8,91.1,O
重以上|09,577,21,,3.6,,72.2,74.9,X
重以上|10,508,25,,4.9,,67.8,78.9,X
重以上|11,476,17,,3.6,,79.9,70.5,X
重以上|12,391,14,,3.6,,51.9,73.4,X
重以上|13,308,9,,2.9,,80.4,73.4,X
重以上|14,249,7,,2.8,,81.9,76.1,X
重以上|15,147,7,,4.8,,66.5,75.0,X
重以上|16,71,3,,4.2,,133.1,102.4,O
