bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|01,8544,677,,7.9,,66.8,78.2,X
A|02,8552,702,,8.2,,83.4,80.4,O
A|03,8459,642,,7.6,,81.1,76.0,X
A|04,8508,766,,9.0,,86.7,81.2,O
A|05,8447,686,,8.1,,77.7,78.1,X
A|06,8503,750,,8.8,,86.3,84.3,O
A|07,8353,706,,8.5,,70.6,73.1,X
A|08,8248,714,,8.7,,74.8,79.6,X
A|09,7948,608,,7.6,,64.1,73.2,X
A|10,7682,655,,8.5,,74.9,81.9,O
A|11,7017,580,,8.3,,77.7,82.0,O
A|12,6423,541,,8.4,,77.3,83.5,O
A|13,5567,432,,7.8,,72.7,80.8,O
A|14,5008,382,,7.6,,87.0,83.5,O
A|15,4254,353,,8.3,,89.2,82.1,O
A|16,3290,270,,8.2,,92.6,76.1,X
A|17,661,39,,5.9,,49.8,72.4,X
A|18,496,28,,5.6,,71.6,74.9,X
B|01,5379,324,,6.0,,71.8,68.5,X
B|02,5390,364,,6.8,,85.9,82.7,O
B|03,5431,354,,6.5,,75.9,77.1,X
B|04,5512,370,,6.7,,85.4,77.7,X
B|05,5311,290,,5.5,,61.7,71.5,X
B|06,5398,375,,6.9,,88.1,78.3,X
B|07,5441,323,,5.9,,79.1,78.5,X
B|08,5441,392,,7.2,,83.9,79.0,X
B|09,5078,315,,6.2,,68.1,73.5,X
B|10,5002,330,,6.6,,86.8,77.4,X
B|11,4708,307,,6.5,,76.9,71.8,X
B|12,4313,278,,6.4,,79.5,79.0,X
B|13,3862,231,,6.0,,80.1,77.8,X
B|14,3357,217,,6.5,,84.0,81.0,O
B|15,2787,188,,6.7,,83.3,79.7,X
B|16,2310,167,,7.2,,114.3,91.0,O
B|17,370,21,,5.7,,87.9,102.7,O
B|18,326,18,,5.5,,73.9,67.0,X
C|01,3759,194,,5.2,,86.8,77.3,X
C|02,3728,198,,5.3,,94.8,79.8,X
C|03,3701,206,,5.6,,82.4,86.6,O
C|04,3694,178,,4.8,,68.5,78.0,X
C|05,3744,222,,5.9,,69.2,81.2,O
C|06,3778,215,,5.7,,76.2,75.8,X
C|07,3693,197,,5.3,,73.6,82.0,O
C|08,3678,191,,5.2,,77.3,76.9,X
C|09,3615,174,,4.8,,79.0,75.1,X
C|10,3569,194,,5.4,,87.4,85.4,O
C|11,3149,140,,4.4,,58.8,68.8,X
C|12,3064,154,,5.0,,73.4,74.4,X
C|13,2777,131,,4.7,,74.1,77.0,X
C|14,2558,157,,6.1,,82.7,77.2,X
C|15,2196,91,,4.1,,70.3,72.6,X
C|16,1704,98,,5.8,,80.7,75.1,X
C|17,275,11,,4.0,,66.5,66.1,X
C|18,240,9,,3.8,,64.1,117.0,O
D|01,636,17,,2.7,,39.9,57.1,X
D|02,618,25,,4.0,,83.8,83.0,O
D|03,583,25,,4.3,,82.3,59.3,X
D|04,645,21,,3.3,,43.8,63.0,X
D|05,624,27,,4.3,,67.5,61.9,X
D|06,583,28,,4.8,,111.5,83.3,O
D|07,617,25,,4.1,,59.2,56.7,X
D|08,601,22,,3.7,,45.6,76.5,X
D|09,560,21,,3.8,,90.0,74.9,X
D|10,530,13,,2.5,,35.0,47.4,X
D|11,530,17,,3.2,,52.0,66.4,X
D|12,521,17,,3.3,,36.5,56.2,X
D|13,445,13,,2.9,,70.1,66.8,X
D|14,418,25,,6.0,,65.5,49.6,X
D|15,379,12,,3.2,,41.5,63.7,X
D|16,266,10,,3.8,,52.3,80.7,O
D|17,44,3,,6.8,,40.5,21.8,X
S|01,8182,1197,,14.6,,81.9,79.6,X
S|02,8074,1148,,14.2,,80.1,79.6,X
S|03,8001,1150,,14.4,,76.4,77.3,X
S|04,8006,1227,,15.3,,86.9,82.8,O
S|05,8127,1152,,14.2,,78.5,81.7,O
S|06,7967,1164,,14.6,,79.1,81.7,O
S|07,8020,1183,,14.8,,85.7,78.5,X
S|08,7811,1141,,14.6,,79.5,81.8,O
S|09,7489,1063,,14.2,,77.4,77.2,X
S|10,6798,983,,14.5,,80.2,80.5,O
S|11,6332,867,,13.7,,90.4,77.5,X
S|12,5796,813,,14.0,,82.1,82.8,O
S|13,5069,682,,13.5,,74.4,76.7,X
S|14,4377,583,,13.3,,84.2,83.0,O
S|15,3587,458,,12.8,,76.4,78.5,X
S|16,2882,356,,12.4,,76.2,84.3,O
S|17,604,59,,9.8,,56.4,65.9,X
S|18,526,55,,10.5,,77.7,76.1,X
