bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,14918,2227,,14.9,,87.3,84.2,O
10,10091,708,,7.0,,79.6,79.2,X
11,8861,601,,6.8,,83.1,78.8,X
12,7792,508,,6.5,,79.6,76.0,X
13,6617,387,,5.8,,68.4,72.3,X
14,5577,345,,6.2,,89.6,79.0,X
15,4519,231,,5.1,,68.6,74.9,X
16,3576,180,,5.0,,77.1,80.0,O
17,1453,87,,6.0,,86.7,74.8,X
18,1067,44,,4.1,,48.5,72.2,X
2,14599,1890,,12.9,,80.4,82.5,O
3,14304,1687,,11.8,,84.5,80.8,O
4,14180,1404,,9.9,,72.2,77.3,X
5,13785,1307,,9.5,,89.1,80.3,O
6,13396,1206,,9.0,,73.0,77.3,X
7,12915,1117,,8.6,,79.1,75.9,X
8,12170,980,,8.1,,76.5,76.9,X
9,11157,836,,7.5,,74.0,73.6,X
