bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,1952,616,,31.6,,76.4,83.2,O
10,1308,33,,2.5,,75.7,82.7,O
11,1041,20,,1.9,,68.5,62.7,X
12,799,10,,1.3,,62.6,76.4,X
13,609,12,,2.0,,124.1,108.9,O
14,466,5,,1.1,,67.9,83.4,O
15,304,6,,2.0,,93.2,60.2,X
16,149,4,,2.7,,48.1,68.1,X
2,1951,361,,18.5,,75.1,79.7,X
3,1954,242,,12.4,,72.1,77.4,X
4,1948,192,,9.9,,82.4,76.9,X
5,1949,162,,8.3,,80.8,84.9,O
6,1924,116,,6.0,,85.9,77.1,X
7,1873,76,,4.1,,84.0,79.8,X
8,1744,51,,2.9,,73.5,82.9,O
9,1537,40,,2.6,,95.3,72.2,X
