bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|0.0,1144,89,,7.8,,75.5,80.8,O
A|1.0,6232,494,,7.9,,81.6,77.3,X
A|10.0,1896,184,,9.7,,103.9,88.2,O
A|11.0,1578,126,,8.0,,101.3,90.8,O
A|12.0,1321,83,,6.3,,78.8,84.3,O
A|13.0,1074,72,,6.7,,79.6,79.3,X
A|14.0,794,67,,8.4,,103.2,77.0,X
A|15.0,703,47,,6.7,,62.5,83.4,O
A|16.0,556,35,,6.3,,74.9,68.8,X
A|17.0,475,28,,5.9,,53.3,63.2,X
A|18.0,368,29,,7.9,,125.3,88.2,O
A|19.0,315,24,,7.6,,97.8,90.4,O
A|2.0,8728,780,,8.9,,69.7,77.5,X
A|20.0,297,20,,6.7,,103.6,85.3,O
A|21.0,269,14,,5.2,,42.5,72.5,X
A|22.0,184,12,,6.5,,62.8,78.2,X
A|23.0,154,13,,8.4,,67.2,82.2,O
A|24.0,133,9,,6.8,,92.5,46.6,X
A|25.0,144,7,,4.9,,67.6,83.4,O
A|26.0,156,12,,7.7,,75.3,72.1,X
A|27.0,129,6,,4.7,,61.0,88.0,O
A|28.0,106,8,,7.5,,73.4,60.1,X
A|29.0,92,6,,6.5,,43.5,68.0,X
A|3.0,6296,520,,8.3,,65.0,69.6,X
A|30.0,69,1,,1.4,,106.3,77.8,X
A|31.0,69,3,,4.3,,88.9,69.4,X
A|32.0,66,4,,6.1,,26.5,44.9,X
A|33.0,52,5,,9.6,,195.9,100.8,O
A|34.0,42,2,,4.8,,29.9,114.2,O
A|35.0,40,8,,20.0,,171.3,147.1,O
A|37.0,34,4,,11.8,,177.9,110.1,O
A|38.0,42,5,,11.9,,26.7,93.6,O
A|4.0,3007,225,,7.5,,72.0,84.0,O
A|40.0,35,0,,0.0,,0.0,27.9,X
A|5.0,2519,190,,7.5,,80.2,79.7,X
A|6.0,2540,203,,8.0,,80.8,81.0,O
A|7.0,2550,248,,9.7,,99.7,81.9,O
A|8.0,2480,214,,8.6,,80.2,84.9,O
A|9.0,2170,177,,8.2,,81.7,84.7,O
B|0.0,985,58,,5.9,,107.5,83.3,O
B|1.0,4340,254,,5.9,,78.4,77.2,X
B|10.0,1027,45,,4.4,,67.6,61.4,X
B|11.0,788,53,,6.7,,107.5,74.1,X
B|12.0,672,35,,5.2,,82.0,78.4,X
B|13.0,564,37,,6.6,,93.0,91.3,O
B|14.0,465,25,,5.4,,125.7,88.8,O
B|15.0,401,14,,3.5,,67.6,48.7,X
B|16.0,273,12,,4.4,,74.7,76.0,X
B|17.0,255,11,,4.3,,59.8,70.1,X
B|18.0,203,13,,6.4,,100.9,57.9,X
B|19.0,175,9,,5.1,,126.6,80.3,O
B|2.0,5199,345,,6.6,,66.5,74.7,X
B|20.0,168,10,,6.0,,47.7,101.6,O
B|21.0,133,4,,3.0,,53.1,59.4,X
B|22.0,105,6,,5.7,,82.8,55.1,X
B|23.0,92,6,,6.5,,91.8,89.1,O
B|24.0,55,2,,3.6,,46.1,142.7,O
B|25.0,65,6,,9.2,,152.0,86.3,O
B|26.0,97,6,,6.2,,149.4,87.3,O
B|27.0,71,5,,7.0,,167.4,95.6,O
B|28.0,57,2,,3.5,,14.5,34.3,X
B|29.0,45,1,,2.2,,16.7,44.2,X
B|3.0,3458,227,,6.6,,75.0,77.2,X
B|30.0,44,1,,2.3,,7.6,27.7,X
B|31.0,33,1,,3.0,,11.8,190.2,O
B|35.0,33,1,,3.0,,15.9,7.6,X
B|36.0,30,1,,3.3,,103.8,75.3,X
B|4.0,1626,92,,5.7,,81.7,76.4,X
B|5.0,1456,78,,5.4,,97.2,89.7,O
B|6.0,1353,93,,6.9,,82.8,90.6,O
