bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1.0,1723,187,,10.9,,67.6,71.0,X
10.0,529,36,,6.8,,66.4,89.8,O
11.0,386,23,,6.0,,59.7,64.6,X
12.0,329,17,,5.2,,27.2,78.8,X
13.0,248,11,,4.4,,39.6,54.2,X
14.0,189,11,,5.8,,36.1,64.6,X
15.0,171,10,,5.8,,68.2,66.5,X
16.0,119,10,,8.4,,213.1,76.5,X
17.0,62,4,,6.5,,30.8,40.8,X
2.0,1444,210,,14.5,,86.2,83.6,O
3.0,1283,149,,11.6,,70.2,77.2,X
4.0,1208,111,,9.2,,81.5,87.3,O
5.0,1013,97,,9.6,,70.7,85.2,O
6.0,888,72,,8.1,,81.2,100.3,O
7.0,808,49,,6.1,,56.3,71.8,X
8.0,662,52,,7.9,,93.9,83.4,O
9.0,584,46,,7.9,,85.7,86.9,O
