bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,1292,393,,30.4,,74.2,82.0,O
10,960,25,,2.6,,76.1,81.9,O
11,775,16,,2.1,,58.8,74.9,X
12,638,13,,2.0,,94.9,101.7,O
13,489,6,,1.2,,49.4,66.5,X
14,339,8,,2.4,,102.4,122.2,O
15,199,3,,1.5,,50.3,61.4,X
2,1292,229,,17.7,,73.7,80.1,O
3,1291,169,,13.1,,74.9,77.3,X
4,1292,126,,9.8,,79.3,75.3,X
5,1292,105,,8.1,,87.1,74.2,X
6,1288,71,,5.5,,70.7,74.7,X
7,1267,57,,4.5,,80.3,69.4,X
8,1227,41,,3.3,,85.6,74.0,X
9,1106,30,,2.7,,79.5,61.4,X
