bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A1|1.0,153,11,,7.2,,90.2,57.6,X
A1|10.0,199,11,,5.5,,103.3,85.6,O
A1|11.0,179,11,,6.1,,186.2,109.1,O
A1|12.0,158,5,,3.2,,17.6,57.1,X
A1|13.0,113,2,,1.8,,61.3,72.3,X
A1|14.0,103,5,,4.9,,72.2,81.5,O
A1|15.0,72,3,,4.2,,145.9,70.9,X
A1|16.0,42,3,,7.1,,33.9,69.2,X
A1|2.0,130,6,,4.6,,48.7,102.3,O
A1|3.0,119,7,,5.9,,74.6,116.7,O
A1|4.0,220,19,,8.6,,77.1,83.5,O
A1|5.0,254,12,,4.7,,56.8,91.4,O
A1|6.0,275,14,,5.1,,90.2,96.0,O
A1|7.0,307,20,,6.5,,74.7,70.3,X
A1|8.0,254,20,,7.9,,77.5,75.2,X
A1|9.0,206,12,,5.8,,160.4,91.4,O
A2|1.0,145,5,,3.4,,42.4,34.2,X
A2|10.0,184,5,,2.7,,61.8,72.0,X
A2|11.0,147,5,,3.4,,67.4,87.3,O
A2|12.0,128,4,,3.1,,105.4,80.0,O
A2|13.0,113,4,,3.5,,46.1,62.7,X
A2|14.0,90,1,,1.1,,41.2,54.1,X
A2|15.0,61,1,,1.6,,32.8,89.0,O
A2|16.0,40,2,,5.0,,138.0,80.1,O
A2|2.0,88,10,,11.4,,162.6,89.9,O
A2|3.0,140,6,,4.3,,59.1,67.2,X
A2|4.0,238,11,,4.6,,102.1,94.1,O
A2|5.0,271,11,,4.1,,51.8,90.6,O
A2|6.0,304,11,,3.6,,65.6,84.7,O
A2|7.0,252,14,,5.6,,74.2,74.7,X
A2|8.0,258,16,,6.2,,96.6,97.9,O
A2|9.0,256,15,,5.9,,78.1,53.7,X
A3|1.0,151,4,,2.6,,40.1,59.4,X
A3|10.0,200,8,,4.0,,95.0,63.1,X
A3|11.0,151,5,,3.3,,96.4,104.6,O
A3|12.0,121,5,,4.1,,135.4,105.6,O
A3|13.0,114,5,,4.4,,64.8,61.4,X
A3|14.0,105,5,,4.8,,125.3,55.7,X
A3|15.0,53,1,,1.9,,4.0,28.6,X
A3|16.0,38,1,,2.6,,30.1,96.6,O
A3|2.0,74,5,,6.8,,75.4,79.6,X
A3|3.0,167,9,,5.4,,101.1,90.9,O
A3|4.0,241,14,,5.8,,70.1,66.7,X
A3|5.0,253,17,,6.7,,77.8,77.0,X
A3|6.0,255,9,,3.5,,77.7,76.9,X
A3|7.0,276,10,,3.6,,45.5,73.6,X
A3|8.0,235,6,,2.6,,62.6,78.3,X
A3|9.0,216,7,,3.2,,86.5,78.8,X
A4|1.0,160,9,,5.6,,134.1,82.9,O
A4|10.0,180,8,,4.4,,125.2,76.5,X
A4|11.0,154,4,,2.6,,43.2,59.4,X
A4|12.0,144,2,,1.4,,38.3,85.7,O
A4|13.0,106,3,,2.8,,25.7,82.6,O
A4|14.0,73,3,,4.1,,128.6,74.8,X
A4|15.0,69,1,,1.4,,64.1,33.3,X
A4|16.0,46,1,,2.2,,64.5,23.5,X
A4|2.0,42,1,,2.4,,34.8,42.9,X
A4|3.0,139,6,,4.3,,73.7,75.1,X
A4|4.0,201,8,,4.0,,60.3,86.1,O
A4|5.0,272,15,,5.5,,67.4,68.8,X
A4|6.0,248,9,,3.6,,86.2,66.4,X
A4|7.0,232,10,,4.3,,54.9,73.2,X
A4|8.0,225,13,,5.8,,90.4,74.2,X
A4|9.0,194,6,,3.1,,77.0,95.9,O
B1|1.0,51,1,,2.0,,37.4,74.5,X
B1|10.0,144,0,,0.0,,0.0,103.6,O
B1|11.0,112,1,,0.9,,11.8,39.1,X
B1|12.0,110,3,,2.7,,62.4,112.6,O
B1|13.0,75,1,,1.3,,30.1,87.5,O
B1|14.0,87,1,,1.1,,66.5,47.4,X
B1|15.0,62,2,,3.2,,124.3,60.8,X
B1|16.0,45,3,,6.7,,167.4,104.2,O
B1|5.0,80,0,,0.0,,0.0,63.0,X
B1|6.0,95,1,,1.1,,11.6,49.9,X
B1|7.0,112,2,,1.8,,165.6,150.5,O
B1|8.0,156,3,,1.9,,28.7,75.1,X
B1|9.0,140,3,,2.1,,53.9,61.3,X
B2|1.0,50,0,,0.0,,0.0,13.3,X
B2|10.0,106,1,,0.9,,36.2,75.0,X
B2|11.0,99,0,,0.0,,0.0,68.1,X
B2|12.0,78,1,,1.3,,76.1,40.1,X
B2|13.0,72,3,,4.2,,213.0,100.8,O
B2|14.0,58,0,,0.0,,0.0,64.3,X
B2|15.0,47,0,,0.0,,0.0,17.4,X
B2|16.0,42,1,,2.4,,235.1,93.6,O
B2|5.0,52,0,,0.0,,0.0,83.6,O
B2|6.0,76,0,,0.0,,0.0,133.3,O
B2|7.0,100,2,,2.0,,41.1,84.1,O
B2|8.0,109,4,,3.7,,191.3,153.5,O
B2|9.0,97,3,,3.1,,93.0,123.1,O
