bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A1|10,232,5,,2.2,,77.0,59.2,X
A1|11,146,5,,3.4,,61.4,73.5,X
A1|12,105,3,,2.9,,77.4,63.8,X
A1|5,1005,78,,7.8,,82.8,74.8,X
A1|6,774,44,,5.7,,72.9,70.9,X
A1|7,560,22,,3.9,,80.5,68.8,X
A1|8,464,20,,4.3,,96.2,82.2,O
A1|9,327,8,,2.4,,83.5,57.5,X
A2|10,290,12,,4.1,,162.6,104.3,O
A2|11,176,3,,1.7,,45.7,36.5,X
A2|12,127,3,,2.4,,45.6,55.1,X
A2|5,736,41,,5.6,,64.8,71.2,X
A2|6,703,31,,4.4,,64.2,66.3,X
A2|7,619,20,,3.2,,70.2,79.7,X
A2|8,518,20,,3.9,,65.4,70.5,X
A2|9,351,6,,1.7,,35.9,50.9,X
A3|10,294,7,,2.4,,89.4,90.3,O
A3|11,201,6,,3.0,,83.4,106.0,O
A3|12,131,2,,1.5,,102.1,120.9,O
A3|5,578,34,,5.9,,63.7,71.2,X
A3|6,625,32,,5.1,,76.7,88.3,O
A3|7,635,27,,4.3,,91.0,87.8,O
A3|8,495,17,,3.4,,82.6,71.4,X
A3|9,383,7,,1.8,,40.8,61.3,X
A4|10,326,3,,0.9,,14.0,58.5,X
A4|11,226,11,,4.9,,124.8,112.1,O
A4|12,130,5,,3.8,,166.3,73.7,X
A4|13,31,2,,6.5,,444.6,173.0,O
A4|5,427,35,,8.2,,83.7,70.1,X
A4|6,541,37,,6.8,,101.2,82.6,O
A4|7,555,35,,6.3,,134.8,93.2,O
A4|8,563,28,,5.0,,140.4,73.2,X
A4|9,404,10,,2.5,,49.3,58.3,X
B1|10,133,3,,2.3,,43.8,57.3,X
B1|11,189,4,,2.1,,78.1,101.1,O
B1|12,223,0,,0.0,,0.0,67.1,X
B1|13,385,15,,3.9,,147.4,94.1,O
B1|14,291,5,,1.7,,82.7,79.7,X
B1|15,211,7,,3.3,,70.3,93.5,O
B1|16,118,5,,4.2,,158.5,77.9,X
B1|7,38,0,,0.0,,0.0,0.0,X
B1|8,69,0,,0.0,,0.0,59.8,X
B1|9,171,1,,0.6,,44.3,70.1,X
B2|10,97,0,,0.0,,0.0,44.7,X
B2|11,154,3,,1.9,,165.9,92.8,O
B2|12,180,1,,0.6,,10.5,19.8,X
B2|13,337,4,,1.2,,68.1,105.3,O
B2|14,255,3,,1.2,,78.8,88.7,O
B2|15,181,3,,1.7,,81.4,130.2,O
B2|16,117,2,,1.7,,27.8,78.9,X
B2|9,45,0,,0.0,,0.0,48.3,X
