bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|0,3895,290,,7.4,,81.7,77.9,X
A|1,6705,743,,11.1,,72.4,79.9,X
A|2,16706,1614,,9.7,,73.6,79.4,X
A|3,17664,1326,,7.5,,75.1,77.5,X
A|4,10893,709,,6.5,,81.6,80.5,O
B|0,2974,148,,5.0,,68.1,74.8,X
B|1,4940,512,,10.4,,82.0,78.7,X
B|2,11334,928,,8.2,,89.2,80.2,O
B|3,12662,764,,6.0,,83.1,79.8,X
B|4,8734,409,,4.7,,65.8,71.9,X
C|0,2330,104,,4.5,,113.5,82.8,O
C|1,3365,261,,7.8,,69.6,72.8,X
C|2,7610,496,,6.5,,72.5,82.4,O
C|3,9471,462,,4.9,,75.4,82.7,O
C|4,7041,294,,4.2,,77.0,75.7,X
D|0,473,10,,2.1,,70.3,63.0,X
D|1,552,26,,4.7,,31.2,52.5,X
D|2,1240,66,,5.3,,80.2,62.4,X
D|3,1594,70,,4.4,,71.0,71.6,X
D|4,1315,39,,3.0,,65.4,59.2,X
S|0,3397,479,,14.1,,88.8,78.0,X
S|1,5973,1069,,17.9,,78.7,77.6,X
S|2,14912,2393,,16.0,,86.4,79.4,X
S|3,14599,1846,,12.6,,78.3,82.3,O
S|4,7463,757,,10.1,,72.0,79.2,X
