bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
-0.1,65,4,,6.2,,66.4,79.2,X
-0.2,78,5,,6.4,,115.8,91.6,O
-0.3,67,4,,6.0,,18.4,63.6,X
-0.4,68,8,,11.8,,129.6,95.8,O
-0.5,61,8,,13.1,,137.2,117.2,O
-0.6,64,9,,14.1,,112.5,91.6,O
-0.7,64,8,,12.5,,154.2,117.9,O
-0.8,82,7,,8.5,,121.5,116.4,O
-0.9,69,9,,13.0,,71.8,60.8,X
-1.0,53,5,,9.4,,145.0,176.1,O
-1.1,70,7,,10.0,,48.6,103.5,O
-1.2,76,6,,7.9,,108.5,82.7,O
-1.3,72,5,,6.9,,58.7,124.5,O
-1.4,63,3,,4.8,,17.2,42.8,X
-1.5,58,4,,6.9,,34.4,104.3,O
-1.6,78,5,,6.4,,48.8,56.2,X
-1.7,74,7,,9.5,,132.2,74.9,X
-1.8,76,9,,11.8,,84.0,73.2,X
-1.9,59,5,,8.5,,37.4,92.4,O
-10.0,158,12,,7.6,,82.7,67.1,X
-10.1,49,6,,12.2,,86.4,68.5,X
-10.2,48,1,,2.1,,23.8,33.4,X
-10.3,50,4,,8.0,,194.4,136.5,O
-10.4,59,0,,0.0,,0.0,49.4,X
-10.5,46,4,,8.7,,104.6,84.1,O
-10.6,45,2,,4.4,,12.6,40.3,X
-10.7,41,4,,9.8,,110.7,40.4,X
-10.8,46,4,,8.7,,175.2,128.3,O
-10.9,44,4,,9.1,,29.0,76.1,X
-11.0,52,4,,7.7,,58.3,37.2,X
-11.1,43,2,,4.7,,48.1,37.8,X
-11.2,38,4,,10.5,,32.9,70.2,X
-11.3,43,3,,7.0,,98.2,164.2,O
-11.4,59,2,,3.4,,60.9,66.2,X
-11.5,48,2,,4.2,,8.6,15.3,X
-11.6,47,7,,14.9,,148.1,109.5,O
-11.7,63,3,,4.8,,20.3,44.5,X
-11.8,47,2,,4.3,,68.3,94.3,O
-12.0,146,9,,6.2,,67.0,66.0,X
-12.1,45,6,,13.3,,161.9,119.0,O
-12.2,36,4,,11.1,,30.2,17.4,X
-12.3,31,2,,6.5,,39.2,140.2,O
-12.4,45,5,,11.1,,194.1,135.3,O
-12.5,34,4,,11.8,,75.5,79.6,X
-12.6,39,2,,5.1,,412.6,99.1,O
-12.7,36,2,,5.6,,4.9,85.0,O
-12.8,35,2,,5.7,,61.1,62.3,X
-12.9,32,2,,6.2,,65.6,69.8,X
-13.0,55,5,,9.1,,105.1,46.1,X
-13.1,41,2,,4.9,,77.9,65.6,X
-13.2,38,4,,10.5,,61.4,81.9,O
-13.4,43,3,,7.0,,306.5,150.2,O
-13.5,36,0,,0.0,,0.0,147.3,O
-13.7,44,2,,4.5,,161.7,103.8,O
-13.8,33,1,,3.0,,18.3,62.9,X
-13.9,33,2,,6.1,,73.0,62.7,X
-14.0,735,21,,2.9,,78.8,68.8,X
-14.1,33,2,,6.1,,77.3,60.9,X
-14.2,32,1,,3.1,,1.8,82.1,O
-14.6,36,2,,5.6,,3.8,71.0,X
-14.7,30,2,,6.7,,125.8,90.0,O
-15.0,34,2,,5.9,,30.3,127.0,O
-15.1,33,3,,9.1,,82.3,38.3,X
-15.4,30,0,,0.0,,0.0,34.1,X
-16.0,31,0,,0.0,,0.0,16.7,X
-16.2,31,4,,12.9,,68.1,61.0,X
-2.0,79,8,,10.1,,70.7,53.3,X
-2.1,70,2,,2.9,,88.9,73.6,X
-2.2,74,5,,6.8,,91.8,79.4,X
-2.3,79,8,,10.1,,62.6,99.1,O
-2.4,72,4,,5.6,,49.0,96.2,O
-2.5,70,3,,4.3,,23.2,87.0,O
-2.6,69,6,,8.7,,66.0,139.0,O
-2.7,75,6,,8.0,,46.9,74.5,X
-2.8,59,5,,8.5,,60.8,68.5,X
-2.9,74,10,,13.5,,69.4,86.7,O
-3.0,71,10,,14.1,,126.7,70.1,X
-3.1,81,7,,8.6,,53.5,95.0,O
-3.2,84,8,,9.5,,104.1,79.7,X
-3.3,92,5,,5.4,,36.1,56.8,X
-3.4,62,1,,1.6,,4.9,74.2,X
-3.5,68,7,,10.3,,87.8,87.0,O
-3.6,60,6,,10.0,,240.0,162.4,O
-3.7,74,5,,6.8,,56.7,52.6,X
-3.8,74,7,,9.5,,62.7,90.3,O
-3.9,86,7,,8.1,,63.7,84.1,O
-4.0,92,20,,21.7,,189.6,117.2,O
-4.1,73,4,,5.5,,57.0,105.1,O
-4.2,68,12,,17.6,,295.7,97.6,O
-4.3,71,6,,8.5,,42.9,43.5,X
-4.4,72,5,,6.9,,40.0,85.3,O
-4.5,87,5,,5.7,,128.4,84.6,O
-4.6,63,4,,6.3,,159.7,104.1,O
-4.7,65,6,,9.2,,87.7,61.4,X
-4.8,66,1,,1.5,,1.2,68.2,X
-4.9,75,5,,6.7,,41.0,90.1,O
-5.0,258,62,,24.0,,92.0,93.1,O
-5.1,73,10,,13.7,,138.7,79.7,X
-5.2,62,2,,3.2,,8.0,57.8,X
-5.3,72,4,,5.6,,26.2,50.3,X
-5.4,62,3,,4.8,,10.3,46.2,X
-5.5,76,9,,11.8,,69.4,56.1,X
-5.6,79,6,,7.6,,74.8,100.1,O
-5.7,82,8,,9.8,,58.0,52.0,X
-5.8,66,5,,7.6,,104.5,77.2,X
-5.9,77,5,,6.5,,145.4,73.0,X
-6.0,418,60,,14.4,,102.0,91.2,O
-6.1,83,10,,12.0,,222.5,95.4,O
-6.2,73,5,,6.8,,17.5,113.6,O
-6.3,57,9,,15.8,,129.4,84.1,O
-6.4,66,6,,9.1,,71.7,92.0,O
-6.5,70,5,,7.1,,97.0,37.4,X
-6.6,67,9,,13.4,,112.8,55.4,X
-6.7,71,7,,9.9,,170.9,62.7,X
-6.8,70,5,,7.1,,78.1,40.5,X
-6.9,59,2,,3.4,,72.4,99.9,O
-7.0,451,31,,6.9,,60.5,69.5,X
-7.1,64,4,,6.2,,36.0,86.1,O
-7.2,64,1,,1.6,,13.0,42.4,X
-7.3,72,7,,9.7,,94.9,68.1,X
-7.4,74,6,,8.1,,137.0,127.0,O
-7.5,77,7,,9.1,,66.4,56.2,X
-7.6,68,3,,4.4,,25.2,77.9,X
-7.7,60,5,,8.3,,56.9,87.1,O
-7.8,77,4,,5.2,,88.9,103.8,O
-7.9,69,8,,11.6,,62.8,43.8,X
-8.0,64,4,,6.2,,27.7,32.0,X
-8.1,73,5,,6.8,,53.5,83.6,O
-8.2,65,5,,7.7,,171.8,175.3,O
-8.3,50,7,,14.0,,135.1,65.5,X
-8.4,75,7,,9.3,,60.4,83.9,O
-8.5,73,11,,15.1,,151.6,93.8,O
-8.6,59,4,,6.8,,98.1,85.8,O
-8.7,55,6,,10.9,,104.9,89.7,O
-8.8,69,3,,4.3,,29.4,35.4,X
-8.9,50,2,,4.0,,12.7,50.0,X
-9.0,51,5,,9.8,,57.1,88.1,O
-9.1,61,5,,8.2,,32.3,45.8,X
-9.2,51,3,,5.9,,36.3,72.0,X
-9.3,51,4,,7.8,,28.6,60.9,X
-9.4,76,6,,7.9,,140.2,73.3,X
-9.5,50,3,,6.0,,15.8,26.2,X
-9.6,55,5,,9.1,,48.9,90.5,O
-9.7,47,3,,6.4,,24.0,87.2,O
-9.8,65,3,,4.6,,214.4,128.8,O
-9.9,72,7,,9.7,,33.3,119.6,O
0.0,55,6,,10.9,,147.8,116.8,O
0.1,71,7,,9.9,,47.0,114.6,O
0.2,67,9,,13.4,,131.8,77.3,X
0.3,57,7,,12.3,,132.5,89.7,O
0.4,56,4,,7.1,,55.0,87.9,O
0.5,64,4,,6.2,,20.7,32.0,X
0.6,59,4,,6.8,,16.5,67.7,X
0.7,56,4,,7.1,,31.0,57.7,X
0.8,61,4,,6.6,,31.0,51.8,X
0.9,57,3,,5.3,,42.3,86.8,O
1.0,60,4,,6.7,,36.3,38.7,X
1.1,69,5,,7.2,,117.9,102.2,O
1.2,59,6,,10.2,,138.5,107.6,O
1.3,65,6,,9.2,,120.2,108.7,O
1.4,57,2,,3.5,,14.9,44.4,X
1.5,59,5,,8.5,,90.0,141.3,O
1.6,53,6,,11.3,,77.9,77.1,X
1.7,55,4,,7.3,,33.5,125.2,O
1.8,65,8,,12.3,,70.9,53.0,X
1.9,52,4,,7.7,,25.8,59.2,X
2.0,65,4,,6.2,,82.8,62.4,X
2.1,56,6,,10.7,,85.1,88.9,O
2.2,51,9,,17.6,,87.2,114.4,O
2.3,42,5,,11.9,,37.9,86.0,O
2.4,56,3,,5.4,,12.9,32.6,X
2.5,57,6,,10.5,,86.7,79.9,X
2.6,60,9,,15.0,,67.4,130.3,O
2.7,49,2,,4.1,,77.2,93.2,O
2.8,41,7,,17.1,,50.7,57.1,X
2.9,52,5,,9.6,,83.0,75.9,X
3.0,55,1,,1.8,,4.1,49.9,X
3.1,52,8,,15.4,,269.7,111.4,O
