bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
05|0,4152,231,,5.6,,76.5,74.3,X
05|1,17476,1492,,8.5,,78.0,77.0,X
05|2,21100,1987,,9.4,,77.5,79.4,X
05|3,619,65,,10.5,,80.8,74.4,X
05|5,14646,1350,,9.2,,79.0,77.9,X
05|6,84,5,,6.0,,52.3,46.4,X
10|0,658,33,,5.0,,62.3,83.3,O
10|1,7892,575,,7.3,,80.5,76.6,X
10|2,9065,790,,8.7,,76.9,78.3,X
10|3,287,18,,6.3,,79.4,67.6,X
10|5,7022,634,,9.0,,73.0,78.3,X
10|6,112,9,,8.0,,72.8,47.9,X
16|0,247,14,,5.7,,109.4,82.1,O
16|1,3156,246,,7.8,,92.0,76.7,X
16|2,3477,288,,8.3,,81.7,76.4,X
16|3,81,6,,7.4,,42.2,73.9,X
16|5,3315,269,,8.1,,60.4,79.6,X
16|6,57,8,,14.0,,198.6,128.3,O
A1|0,11033,946,,8.6,,88.1,80.9,O
A3|0,26601,1665,,6.3,,80.0,76.6,X
A3|1,9825,1174,,11.9,,70.0,77.6,X
A3|2,14827,1837,,12.4,,81.6,83.3,O
A3|3,181,34,,18.8,,89.3,81.7,O
A3|5,10659,1276,,12.0,,73.4,85.3,O
OP|0,197,7,,3.6,,70.0,89.5,O
OP|1,2165,169,,7.8,,69.6,80.0,O
OP|2,2566,212,,8.3,,81.4,77.7,X
OP|3,54,7,,13.0,,105.2,53.5,X
OP|5,2904,243,,8.4,,76.2,77.3,X
OP|6,127,10,,7.9,,111.1,68.5,X
