bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1-3|1,13552,3860,,28.5,,77.6,83.2,O
1-3|2,11787,2195,,18.6,,79.8,82.7,O
1-3|3,10804,1532,,14.2,,79.9,80.7,O
1-3|4,9898,1124,,11.4,,80.4,79.5,X
1-3|5,9011,807,,9.0,,73.4,78.1,X
1-3|6,8089,652,,8.1,,76.3,77.8,X
10+|1,3753,750,,20.0,,77.0,82.2,O
10+|2,4488,633,,14.1,,84.1,84.4,O
10+|3,5301,572,,10.8,,78.9,79.8,X
10+|4,5775,441,,7.6,,74.4,72.8,X
10+|5,6185,399,,6.5,,76.0,76.5,X
10+|6,6434,348,,5.4,,84.5,77.9,X
4-6|1,7860,2024,,25.8,,78.7,83.3,O
4-6|2,8072,1395,,17.3,,82.5,83.2,O
4-6|3,7901,1036,,13.1,,77.8,81.1,O
4-6|4,7746,777,,10.0,,75.3,77.8,X
4-6|5,7457,629,,8.4,,78.0,81.1,O
4-6|6,6940,494,,7.1,,71.5,78.2,X
7-9|1,4686,1096,,23.4,,77.0,82.8,O
7-9|2,5459,840,,15.4,,81.3,82.8,O
7-9|3,5659,626,,11.1,,75.0,80.0,O
7-9|4,5993,527,,8.8,,74.7,79.9,X
7-9|5,6025,411,,6.8,,73.7,77.9,X
7-9|6,5834,350,,6.0,,78.7,77.1,X
