bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
15.0,31,0,,0.0,,0.0,121.7,O
20.0,87,1,,1.1,,29.8,37.5,X
22.0,36,0,,0.0,,0.0,68.5,X
23.0,31,0,,0.0,,0.0,74.6,X
25.0,67,2,,3.0,,114.2,49.6,X
26.0,34,1,,2.9,,303.5,171.4,O
27.0,44,3,,6.8,,306.9,92.9,O
28.0,53,3,,5.7,,24.5,33.6,X
29.0,45,8,,17.8,,105.5,49.0,X
30.0,88,5,,5.7,,40.1,45.9,X
31.0,52,3,,5.8,,39.3,66.3,X
32.0,58,5,,8.6,,110.3,98.5,O
33.0,96,6,,6.2,,113.4,63.8,X
34.0,96,4,,4.2,,33.6,80.2,O
35.0,133,7,,5.3,,80.6,109.9,O
36.0,122,5,,4.1,,10.9,72.9,X
37.0,127,14,,11.0,,63.0,57.3,X
38.0,124,16,,12.9,,176.8,87.6,O
39.0,120,9,,7.5,,141.6,96.8,O
39.1,35,2,,5.7,,24.2,63.5,X
40.0,170,8,,4.7,,54.9,61.2,X
40.1,41,4,,9.8,,59.0,98.0,O
41.0,132,14,,10.6,,92.8,75.7,X
41.1,37,7,,18.9,,104.9,118.6,O
42.0,147,21,,14.3,,168.6,109.8,O
43.0,139,18,,12.9,,94.5,105.7,O
44.0,116,11,,9.5,,65.7,67.1,X
45.0,128,10,,7.8,,52.8,70.4,X
46.0,119,5,,4.2,,38.8,39.1,X
47.0,96,8,,8.3,,86.3,90.5,O
48.0,119,10,,8.4,,39.2,74.9,X
49.0,118,9,,7.6,,135.5,97.1,O
50.0,123,9,,7.3,,68.8,99.2,O
50.1,40,5,,12.5,,113.8,51.5,X
51.0,114,13,,11.4,,182.6,106.8,O
51.1,36,1,,2.8,,2.8,77.3,X
52.0,119,14,,11.8,,103.8,76.4,X
52.1,35,4,,11.4,,102.7,77.2,X
53.0,115,12,,10.4,,50.4,77.1,X
53.1,38,5,,13.2,,59.9,45.7,X
54.0,104,13,,12.5,,62.2,68.2,X
54.1,31,4,,12.9,,94.6,58.1,X
55.0,92,8,,8.7,,43.2,57.3,X
55.1,30,4,,13.3,,57.7,85.9,O
56.0,64,7,,10.9,,32.1,64.5,X
57.0,51,5,,9.8,,40.6,45.7,X
58.0,41,10,,24.4,,72.6,53.3,X
59.0,40,5,,12.5,,53.1,73.6,X
60.0,30,4,,13.3,,106.0,68.9,X
61.0,32,4,,12.5,,133.2,145.5,O
