bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
-0.1,1293,117,,9.0,,85.8,82.2,O
-0.2,1170,109,,9.3,,67.4,84.6,O
-0.3,1625,157,,9.7,,90.0,73.0,X
-0.4,1204,87,,7.2,,77.2,82.9,O
-0.5,848,59,,7.0,,93.7,77.6,X
-0.6,879,88,,10.0,,71.1,78.7,X
-0.7,588,41,,7.0,,59.6,63.8,X
-0.8,372,34,,9.1,,78.0,68.2,X
-0.9,248,13,,5.2,,97.5,109.8,O
-1.0,1219,119,,9.8,,76.4,80.7,O
-1.1,104,7,,6.7,,46.7,71.0,X
-1.2,96,9,,9.4,,52.7,64.5,X
-1.3,91,3,,3.3,,55.4,44.5,X
-1.4,56,5,,8.9,,145.5,69.7,X
-1.6,34,2,,5.9,,19.7,14.5,X
-2.0,81,4,,4.9,,32.0,113.7,O
0.0,6418,634,,9.9,,76.0,78.9,X
0.1,669,68,,10.2,,93.3,84.1,O
0.2,517,45,,8.7,,58.8,85.4,O
0.3,647,60,,9.3,,97.4,76.3,X
0.4,433,39,,9.0,,66.6,84.5,O
0.5,245,27,,11.0,,88.3,69.6,X
0.6,210,20,,9.5,,35.0,77.0,X
0.7,131,28,,21.4,,260.4,125.5,O
0.8,70,9,,12.9,,124.9,94.2,O
0.9,33,1,,3.0,,54.4,115.0,O
1.0,275,34,,12.4,,99.6,75.4,X
