bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A1|A,1117,61,,5.5,,69.7,66.1,X
A1|B,969,45,,4.6,,91.9,66.3,X
A1|C,415,13,,3.1,,50.8,62.5,X
A1|D,129,4,,3.1,,57.0,89.5,O
A1|S,1034,63,,6.1,,98.3,81.5,O
A2|A,1054,46,,4.4,,88.2,76.5,X
A2|B,1032,34,,3.3,,68.3,72.3,X
A2|C,424,14,,3.3,,50.0,56.4,X
A2|D,157,5,,3.2,,85.2,73.7,X
A2|S,909,39,,4.3,,59.9,64.7,X
A3|A,1051,47,,4.5,,85.2,79.9,X
A3|B,963,37,,3.8,,85.3,80.5,O
A3|C,475,15,,3.2,,55.1,82.1,O
A3|D,178,4,,2.2,,55.2,51.1,X
A3|S,732,32,,4.4,,68.9,97.3,O
A4|A,972,47,,4.8,,85.1,70.0,X
A4|B,895,43,,4.8,,99.6,77.9,X
A4|C,450,18,,4.0,,96.3,76.7,X
A4|D,176,7,,4.0,,61.8,40.5,X
A4|S,732,51,,7.0,,147.3,96.4,O
B1|A,479,15,,3.1,,116.0,73.1,X
B1|B,538,11,,2.0,,57.4,107.5,O
B1|C,513,10,,1.9,,72.2,79.3,X
B1|D,144,2,,1.4,,57.7,49.1,X
B1|S,189,3,,1.6,,68.8,45.9,X
B2|A,350,7,,2.0,,81.2,83.1,O
B2|B,402,5,,1.2,,52.4,88.1,O
B2|C,399,3,,0.8,,67.0,95.2,O
B2|D,104,1,,1.0,,97.6,71.7,X
B2|S,133,0,,0.0,,0.0,50.2,X
