bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0.2,60,2,,3.3,,277.5,120.7,O
0.3,117,1,,0.9,,40.5,25.6,X
0.4,49,0,,0.0,,0.0,251.0,O
0.5,81,3,,3.7,,227.1,124.5,O
0.6,1047,19,,1.8,,82.8,79.1,X
0.7,1299,17,,1.3,,55.3,70.5,X
0.8,255,2,,0.8,,39.2,89.7,O
0.9,265,1,,0.4,,12.4,65.5,X
1.0,290,2,,0.7,,16.7,42.4,X
1.1,275,3,,1.1,,29.1,108.6,O
1.2,405,7,,1.7,,36.2,72.0,X
1.3,1989,40,,2.0,,84.4,70.4,X
1.4,5359,118,,2.2,,91.7,84.7,O
1.5,535,10,,1.9,,78.7,75.1,X
1.6,646,10,,1.5,,99.6,73.7,X
1.7,677,15,,2.2,,89.6,117.9,O
1.8,618,13,,2.1,,38.4,73.2,X
1.9,615,16,,2.6,,85.6,74.7,X
10.0,171,18,,10.5,,84.3,80.9,O
10.1,125,10,,8.0,,40.7,88.6,O
10.2,134,12,,9.0,,48.5,69.7,X
10.3,167,25,,15.0,,101.2,78.2,X
10.4,140,8,,5.7,,35.1,65.1,X
10.5,158,17,,10.8,,120.0,101.9,O
10.6,127,12,,9.4,,62.4,86.3,O
10.7,137,17,,12.4,,93.1,79.2,X
10.8,145,17,,11.7,,92.9,100.5,O
10.9,140,12,,8.6,,55.9,87.1,O
11.0,258,27,,10.5,,79.2,78.6,X
11.1,1089,143,,13.1,,91.1,86.4,O
11.2,163,14,,8.6,,52.6,61.4,X
11.3,619,80,,12.9,,89.2,73.4,X
11.4,719,78,,10.8,,86.4,80.4,O
11.5,148,18,,12.2,,83.1,70.9,X
11.6,109,9,,8.3,,36.6,67.9,X
11.7,116,16,,13.8,,140.0,128.5,O
11.8,91,5,,5.5,,36.4,71.1,X
11.9,77,8,,10.4,,62.2,82.6,O
12.0,98,14,,14.3,,74.6,52.1,X
12.1,70,10,,14.3,,78.4,103.9,O
12.2,93,12,,12.9,,73.2,68.6,X
