bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1-3,871,98,,11.3,,69.4,66.4,X
10+,1007,57,,5.7,,48.3,73.9,X
4-6,743,75,,10.1,,88.4,82.4,O
7-9,666,53,,8.0,,69.0,86.6,O
