bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|0.0,65,0,,0.0,,0.0,0.0,X
稍重|0.1,1172,15,,1.3,,54.8,53.9,X
稍重|0.2,4609,68,,1.5,,71.5,82.1,O
稍重|0.3,1716,36,,2.1,,72.2,77.7,X
稍重|0.4,5107,123,,2.4,,76.3,78.9,X
稍重|0.5,1071,30,,2.8,,68.3,77.9,X
稍重|0.6,2804,112,,4.0,,78.5,78.1,X
稍重|0.7,1728,88,,5.1,,77.9,75.0,X
稍重|0.8,1874,116,,6.2,,85.7,79.5,X
稍重|0.9,1627,101,,6.2,,65.4,69.3,X
稍重|1.0,786,58,,7.4,,71.4,79.3,X
稍重|1.1,1309,103,,7.9,,72.9,74.6,X
稍重|1.2,881,78,,8.9,,72.2,77.2,X
稍重|1.3,1066,92,,8.6,,71.4,69.3,X
稍重|1.4,1449,172,,11.9,,87.0,78.9,X
稍重|1.5,500,54,,10.8,,72.3,75.7,X
稍重|1.6,1581,223,,14.1,,72.1,79.6,X
稍重|1.7,394,47,,11.9,,63.1,69.8,X
稍重|1.8,456,65,,14.3,,75.1,74.2,X
稍重|1.9,659,116,,17.6,,89.8,87.8,O
稍重|2.0,185,25,,13.5,,42.3,76.4,X
稍重|2.1,915,189,,20.7,,89.6,81.6,O
稍重|2.2,172,30,,17.4,,73.7,79.0,X
稍重|2.3,490,102,,20.8,,79.2,77.7,X
稍重|2.4,541,127,,23.5,,83.2,84.3,O
稍重|2.5,189,44,,23.3,,87.3,82.3,O
稍重|2.6,778,211,,27.1,,82.9,87.0,O
稍重|2.7,195,40,,20.5,,72.5,92.3,O
稍重|2.8,107,33,,30.8,,80.8,87.3,O
稍重|2.9,287,85,,29.6,,84.6,79.9,X
稍重|3.0,129,41,,31.8,,76.4,94.8,O
稍重|3.1,803,291,,36.2,,83.5,81.7,O
稍重|3.2,205,80,,39.0,,75.7,94.0,O
稍重|3.3,106,50,,47.2,,81.6,89.9,O
稍重|3.4,230,92,,40.0,,71.2,88.2,O
稍重|3.5,184,90,,48.9,,83.2,87.7,O
稍重|3.8,41,25,,61.0,,84.4,99.7,O
良|0.0,173,1,,0.6,,28.2,74.9,X
良|0.1,3563,61,,1.7,,94.1,86.2,O
良|0.2,14211,250,,1.8,,80.2,76.8,X
良|0.3,5230,105,,2.0,,76.3,75.2,X
良|0.4,15207,425,,2.8,,78.8,77.9,X
良|0.5,3270,105,,3.2,,77.7,74.7,X
良|0.6,8621,353,,4.1,,79.6,78.2,X
良|0.7,5512,280,,5.1,,84.1,79.2,X
良|0.8,5591,359,,6.4,,84.8,78.5,X
良|0.9,5012,342,,6.8,,79.2,79.1,X
良|1.0,2519,181,,7.2,,76.4,80.2,O
良|1.1,4114,340,,8.3,,77.5,81.6,O
良|1.2,2660,240,,9.0,,74.4,73.6,X
良|1.3,3028,284,,9.4,,77.8,78.8,X
良|1.4,4597,528,,11.5,,82.8,77.5,X
良|1.5,1461,160,,11.0,,71.9,81.4,O
良|1.6,4973,689,,13.9,,77.0,77.4,X
良|1.7,1192,151,,12.7,,64.4,79.9,X
良|1.8,1265,183,,14.5,,78.5,80.8,O
良|1.9,2079,356,,17.1,,83.8,83.1,O
良|2.0,517,90,,17.4,,86.1,82.4,O
良|2.1,2631,502,,19.1,,80.0,81.5,O
良|2.2,395,79,,20.0,,82.0,79.4,X
良|2.3,1611,337,,20.9,,80.7,81.6,O
良|2.4,1503,282,,18.8,,69.0,78.4,X
良|2.5,567,135,,23.8,,83.7,87.4,O
良|2.6,2380,616,,25.9,,75.3,81.0,O
良|2.7,516,124,,24.0,,80.5,78.3,X
良|2.8,379,90,,23.7,,68.0,80.8,O
良|2.9,802,222,,27.7,,73.5,82.0,O
良|3.0,329,95,,28.9,,70.9,74.5,X
良|3.1,2329,822,,35.3,,80.5,84.2,O
良|3.2,609,224,,36.8,,74.0,84.8,O
良|3.3,332,143,,43.1,,77.7,87.0,O
良|3.4,662,296,,44.7,,79.3,89.7,O
良|3.5,620,275,,44.4,,72.4,87.5,O
良|3.6,54,28,,51.9,,65.5,91.7,O
良|3.8,116,74,,63.8,,84.1,98.4,O
重以上|0.0,66,3,,4.5,,155.1,83.6,O
重以上|0.1,1091,11,,1.0,,65.4,70.0,X
重以上|0.2,4063,66,,1.6,,70.6,70.9,X
重以上|0.3,1522,32,,2.1,,59.0,67.2,X
重以上|0.4,4230,142,,3.4,,96.5,84.3,O
重以上|0.5,928,28,,3.0,,55.7,84.9,O
重以上|0.6,2336,93,,4.0,,78.5,81.4,O
重以上|0.7,1516,71,,4.7,,77.4,83.7,O
重以上|0.8,1550,81,,5.2,,63.0,76.2,X
重以上|0.9,1368,95,,6.9,,83.8,81.7,O
重以上|1.0,692,51,,7.4,,73.9,79.3,X
重以上|1.1,1118,99,,8.9,,78.4,76.7,X
重以上|1.2,679,61,,9.0,,75.6,79.4,X
重以上|1.3,874,75,,8.6,,68.4,71.6,X
重以上|1.4,1325,147,,11.1,,73.8,72.8,X
重以上|1.5,389,40,,10.3,,71.6,75.1,X
重以上|1.6,1343,187,,13.9,,77.8,77.2,X
重以上|1.7,348,46,,13.2,,73.0,72.0,X
重以上|1.8,339,53,,15.6,,74.2,83.5,O
重以上|1.9,586,90,,15.4,,76.2,83.9,O
重以上|2.0,121,30,,24.8,,103.3,103.7,O
重以上|2.1,769,131,,17.0,,73.5,81.0,O
重以上|2.2,115,21,,18.3,,80.6,70.5,X
重以上|2.3,452,102,,22.6,,83.8,84.4,O
重以上|2.4,352,68,,19.3,,76.9,86.3,O
重以上|2.5,146,32,,21.9,,79.0,81.2,O
