bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
10.0,224,15,,6.7,,84.7,69.5,X
11.0,284,19,,6.7,,86.6,84.7,O
12.0,138,9,,6.5,,37.8,76.9,X
14.0,215,17,,7.9,,70.7,59.6,X
15.0,350,22,,6.3,,62.7,68.8,X
16.0,540,44,,8.1,,84.0,79.7,X
17.0,630,44,,7.0,,90.9,60.3,X
18.0,563,47,,8.3,,66.0,84.7,O
19.0,243,26,,10.7,,128.5,75.3,X
20.0,37,1,,2.7,,7.1,99.3,O
21.0,263,27,,10.3,,83.6,70.5,X
22.0,629,62,,9.9,,107.0,84.2,O
23.0,747,70,,9.4,,85.9,67.5,X
24.0,705,64,,9.1,,80.0,88.2,O
25.0,538,49,,9.1,,75.5,84.5,O
26.0,177,13,,7.3,,26.5,71.1,X
28.0,142,16,,11.3,,82.7,76.4,X
29.0,338,41,,12.1,,82.4,71.9,X
30.0,348,26,,7.5,,112.0,69.9,X
31.0,329,33,,10.0,,142.6,87.7,O
32.0,265,31,,11.7,,104.8,81.3,O
33.0,73,4,,5.5,,39.6,124.9,O
35.0,75,7,,9.3,,78.0,77.3,X
36.0,212,20,,9.4,,53.4,66.7,X
37.0,195,21,,10.8,,151.2,84.8,O
38.0,194,14,,7.2,,124.9,104.0,O
39.0,104,4,,3.8,,36.8,60.3,X
42.0,59,1,,1.7,,19.7,61.5,X
43.0,131,8,,6.1,,78.9,66.9,X
44.0,126,10,,7.9,,64.2,109.3,O
45.0,100,3,,3.0,,63.8,126.8,O
46.0,67,3,,4.5,,34.2,44.0,X
49.0,38,1,,2.6,,12.4,92.8,O
50.0,67,2,,3.0,,41.7,84.1,O
51.0,82,3,,3.7,,32.3,67.2,X
52.0,58,3,,5.2,,176.4,54.0,X
57.0,31,1,,3.2,,261.2,68.3,X
58.0,45,3,,6.7,,34.5,74.1,X
59.0,35,3,,8.6,,138.7,89.9,O
