bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0,1778,10,,0.6,,30.6,52.2,X
1,1775,17,,1.0,,67.2,71.8,X
10,2316,32,,1.4,,62.2,68.7,X
100,983,38,,3.9,,51.3,67.6,X
101,954,40,,4.2,,73.4,78.1,X
102,992,48,,4.8,,81.5,81.5,O
103,952,46,,4.8,,93.6,82.7,O
104,921,39,,4.2,,68.9,75.4,X
105,980,44,,4.5,,65.8,77.6,X
106,949,36,,3.8,,61.8,81.0,O
107,935,39,,4.2,,57.9,71.8,X
108,894,39,,4.4,,85.0,88.5,O
109,897,41,,4.6,,77.8,75.1,X
11,2219,35,,1.6,,78.6,82.0,O
110,910,45,,4.9,,81.2,78.5,X
111,876,44,,5.0,,61.3,80.7,O
112,913,43,,4.7,,60.8,84.9,O
113,902,54,,6.0,,90.4,75.6,X
114,867,47,,5.4,,86.1,73.7,X
115,846,48,,5.7,,111.8,87.8,O
116,907,68,,7.5,,110.6,80.0,O
117,778,38,,4.9,,60.2,82.0,O
118,854,53,,6.2,,94.7,87.8,O
119,792,39,,4.9,,73.9,83.0,O
12,2280,35,,1.5,,78.0,70.7,X
120,870,44,,5.1,,76.2,84.9,O
121,785,50,,6.4,,86.0,82.3,O
122,823,39,,4.7,,75.1,83.1,O
123,856,32,,3.7,,46.9,75.8,X
124,763,45,,5.9,,72.5,75.3,X
125,813,42,,5.2,,77.6,68.0,X
126,832,37,,4.4,,74.4,79.7,X
127,776,42,,5.4,,92.1,86.1,O
128,792,46,,5.8,,61.0,73.4,X
129,827,55,,6.7,,95.2,88.0,O
13,2227,36,,1.6,,74.7,78.2,X
130,729,46,,6.3,,91.0,67.5,X
131,739,55,,7.4,,107.3,82.7,O
132,743,50,,6.7,,105.6,93.0,O
133,752,51,,6.8,,88.4,72.3,X
134,758,51,,6.7,,78.0,75.1,X
135,768,52,,6.8,,94.1,75.4,X
136,720,49,,6.8,,92.2,77.1,X
137,739,50,,6.8,,86.4,73.3,X
138,697,49,,7.0,,98.7,84.2,O
139,761,42,,5.5,,74.9,83.9,O
14,2132,34,,1.6,,81.3,79.1,X
140,754,53,,7.0,,83.8,76.6,X
141,708,54,,7.6,,116.4,93.9,O
142,672,43,,6.4,,67.3,80.8,O
143,722,43,,6.0,,73.3,74.7,X
144,708,37,,5.2,,66.2,76.1,X
145,684,41,,6.0,,84.0,81.1,O
146,715,39,,5.5,,71.1,75.9,X
147,683,47,,6.9,,70.2,89.5,O
148,673,43,,6.4,,75.1,80.9,O
149,650,46,,7.1,,83.9,73.4,X
15,2263,34,,1.5,,53.5,78.5,X
150,675,40,,5.9,,71.2,74.5,X
151,633,48,,7.6,,92.0,70.4,X
152,697,40,,5.7,,67.9,71.7,X
153,649,52,,8.0,,110.1,80.0,O
154,637,37,,5.8,,67.8,77.3,X
155,636,51,,8.0,,92.6,81.2,O
156,687,44,,6.4,,79.7,81.6,O
157,617,40,,6.5,,69.5,73.3,X
158,647,43,,6.6,,84.2,72.1,X
159,650,50,,7.7,,82.7,76.1,X
16,2175,34,,1.6,,83.6,79.5,X
160,644,59,,9.2,,99.2,76.0,X
161,614,33,,5.4,,51.6,64.2,X
162,647,38,,5.9,,84.6,72.0,X
163,608,39,,6.4,,70.4,74.2,X
164,645,43,,6.7,,76.1,82.8,O
165,653,39,,6.0,,64.2,77.8,X
166,600,51,,8.5,,119.5,97.9,O
167,602,49,,8.1,,85.0,77.5,X
168,631,52,,8.2,,79.6,79.1,X
169,617,46,,7.5,,72.5,78.0,X
17,2166,32,,1.5,,77.5,72.4,X
170,556,40,,7.2,,88.0,76.9,X
