bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1-3|16,4796,459,,9.6,,79.0,81.2,O
1-3|17,4880,499,,10.2,,84.3,80.1,O
1-3|18,4804,534,,11.1,,79.5,79.4,X
1-3|19,4881,507,,10.4,,74.6,78.3,X
1-3|20,4949,536,,10.8,,89.0,79.8,X
1-3|21,4836,564,,11.7,,91.2,79.0,X
1-3|22,4718,549,,11.6,,76.4,81.7,O
1-3|23,4949,558,,11.3,,76.9,79.2,X
1-3|24,4845,557,,11.5,,80.0,82.2,O
1-3|25,4797,557,,11.6,,81.3,77.3,X
10+|16,4013,278,,6.9,,77.9,80.9,O
10+|17,3736,237,,6.3,,75.1,73.7,X
10+|18,3316,229,,6.9,,81.3,77.2,X
10+|19,3209,199,,6.2,,71.6,76.1,X
10+|20,3574,233,,6.5,,77.2,83.5,O
10+|21,3356,192,,5.7,,77.0,80.1,O
10+|22,3056,200,,6.5,,76.4,75.6,X
10+|23,3238,220,,6.8,,80.5,75.5,X
10+|24,3006,189,,6.3,,61.5,74.0,X
10+|25,3277,215,,6.6,,95.4,79.6,X
4-6|16,3623,365,,10.1,,89.0,79.6,X
4-6|17,3678,374,,10.2,,77.9,82.1,O
4-6|18,3584,368,,10.3,,76.0,78.1,X
4-6|19,3631,405,,11.2,,84.8,83.4,O
4-6|20,3755,376,,10.0,,80.7,79.2,X
4-6|21,3479,336,,9.7,,75.3,83.5,O
4-6|22,3559,358,,10.1,,80.2,76.6,X
4-6|23,3637,359,,9.9,,73.5,79.8,X
4-6|24,3707,385,,10.4,,73.0,78.0,X
4-6|25,3518,356,,10.1,,75.7,79.7,X
7-9|16,3323,280,,8.4,,70.6,71.7,X
7-9|17,3193,276,,8.6,,77.2,78.2,X
7-9|18,2912,252,,8.7,,78.6,81.6,O
7-9|19,3009,263,,8.7,,93.8,82.6,O
7-9|20,3114,237,,7.6,,87.3,82.2,O
7-9|21,2953,233,,7.9,,70.1,72.2,X
7-9|22,2964,226,,7.6,,66.6,76.3,X
7-9|23,2955,249,,8.4,,91.1,78.7,X
7-9|24,2869,238,,8.3,,70.9,73.7,X
7-9|25,2963,238,,8.0,,82.6,77.9,X
