bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0,2920,415,,14.2,,68.9,83.6,O
1,1345,156,,11.6,,76.6,89.8,O
10,1638,120,,7.3,,74.0,80.0,O
11,1478,104,,7.0,,77.3,73.3,X
12,1350,89,,6.6,,51.2,70.2,X
13,1171,66,,5.6,,63.7,76.6,X
14,920,60,,6.5,,71.6,61.9,X
15,756,49,,6.5,,101.6,75.0,X
16,549,28,,5.1,,45.4,70.7,X
17,432,28,,6.5,,74.7,79.8,X
18,303,21,,6.9,,71.0,77.3,X
19,214,18,,8.4,,74.0,104.5,O
2,1602,169,,10.5,,90.4,75.6,X
20,157,11,,7.0,,91.0,63.6,X
21,95,7,,7.4,,53.3,75.0,X
22,84,4,,4.8,,242.4,106.6,O
23,59,0,,0.0,,0.0,94.0,O
24,41,2,,4.9,,124.7,70.0,X
25,32,0,,0.0,,0.0,48.2,X
3,1686,182,,10.8,,91.3,79.1,X
4,1772,148,,8.4,,63.5,71.8,X
5,1890,178,,9.4,,82.2,84.3,O
6,1967,175,,8.9,,64.9,76.5,X
7,2039,150,,7.4,,85.7,74.4,X
8,1911,148,,7.7,,61.7,80.0,O
9,1726,131,,7.6,,92.5,73.0,X
