bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|0,12480,838,,6.7,,82.6,79.9,X
A|1,12527,1080,,8.6,,77.0,77.7,X
A|2,16931,1579,,9.3,,76.3,79.6,X
A|3,359,38,,10.6,,43.4,67.9,X
A|5,12322,1069,,8.7,,72.6,80.2,O
A|6,87,6,,6.9,,154.0,78.0,X
B|0,10453,529,,5.1,,77.3,75.9,X
B|1,9795,742,,7.6,,81.4,78.2,X
B|2,11376,857,,7.5,,79.7,76.8,X
B|3,351,31,,8.8,,134.7,82.0,O
B|5,7912,560,,7.1,,74.3,80.6,O
B|6,73,3,,4.1,,12.1,38.2,X
C|0,8717,343,,3.9,,84.5,80.5,O
C|1,7328,470,,6.4,,75.2,77.1,X
C|2,7342,450,,6.1,,73.8,79.1,X
C|3,153,15,,9.8,,111.0,71.9,X
C|5,5455,300,,5.5,,68.0,81.3,O
C|6,66,4,,6.1,,61.2,47.9,X
D|0,2090,69,,3.3,,78.6,65.3,X
D|1,1144,51,,4.5,,72.4,59.2,X
D|2,972,51,,5.2,,57.2,73.7,X
D|3,31,0,,0.0,,0.0,35.5,X
D|5,793,34,,4.3,,64.7,65.4,X
S|0,9125,1117,,12.2,,84.5,77.0,X
S|1,9700,1311,,13.5,,73.2,76.9,X
S|2,14373,2170,,15.1,,85.6,84.1,O
S|3,328,46,,14.0,,55.2,71.6,X
S|5,12031,1808,,15.0,,80.0,80.2,O
S|6,130,17,,13.1,,119.7,81.8,O
