bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
-0.1,31,6,,19.4,,73.3,86.9,O
-0.7,36,2,,5.6,,36.4,89.1,O
-1.2,33,2,,6.1,,31.0,71.2,X
-1.5,31,3,,9.7,,32.0,64.5,X
-1.7,34,5,,14.7,,55.0,48.2,X
-1.8,30,2,,6.7,,35.7,108.8,O
-1.9,33,1,,3.0,,5.3,22.6,X
-10.0,42,8,,19.0,,574.3,210.1,O
-10.1,36,2,,5.6,,61.9,69.2,X
-10.3,47,4,,8.5,,81.0,72.6,X
-10.4,43,6,,14.0,,202.0,74.3,X
-10.5,31,1,,3.2,,14.7,62.5,X
-10.6,35,5,,14.3,,286.4,124.1,O
-10.7,32,2,,6.2,,7.8,31.8,X
-10.8,30,1,,3.3,,87.6,25.5,X
-10.9,34,4,,11.8,,120.0,64.2,X
-11.0,31,5,,16.1,,92.9,40.5,X
-11.1,41,6,,14.6,,113.7,53.3,X
-11.2,38,3,,7.9,,42.7,53.4,X
-11.3,38,1,,2.6,,21.6,100.3,O
-11.4,38,6,,15.8,,347.0,178.3,O
-11.5,35,2,,5.7,,26.7,42.7,X
-11.7,36,3,,8.3,,51.3,83.8,O
-12.0,31,5,,16.1,,82.7,70.4,X
-12.1,34,0,,0.0,,0.0,36.6,X
-12.2,31,0,,0.0,,0.0,128.4,O
-12.5,31,4,,12.9,,89.3,105.7,O
-12.6,35,4,,11.4,,144.3,61.4,X
-12.8,32,4,,12.5,,101.4,58.9,X
-13.0,42,1,,2.4,,39.2,32.2,X
-13.5,35,3,,8.6,,67.2,39.9,X
-13.7,30,2,,6.7,,25.1,69.1,X
-14.0,41,2,,4.9,,26.4,72.4,X
-14.1,30,2,,6.7,,19.6,25.2,X
-15.0,63,11,,17.5,,62.0,64.9,X
-15.9,30,2,,6.7,,266.9,124.7,O
-17.0,38,2,,5.3,,115.8,85.1,O
-18.0,80,8,,10.0,,53.3,99.3,O
-2.5,33,7,,21.2,,185.8,89.1,O
-2.6,31,4,,12.9,,69.2,64.5,X
-2.8,32,2,,6.2,,10.5,79.8,X
-20.0,102,6,,5.9,,50.4,81.1,O
-21.0,54,3,,5.6,,22.7,19.2,X
-26.0,185,4,,2.2,,84.6,60.5,X
-3.1,37,3,,8.1,,37.0,53.7,X
-3.2,33,3,,9.1,,32.3,50.4,X
-3.4,37,4,,10.8,,93.5,49.7,X
-3.7,38,4,,10.5,,383.6,156.6,O
-3.8,45,4,,8.9,,41.1,32.6,X
-3.9,35,2,,5.7,,79.5,57.7,X
-4.0,31,4,,12.9,,293.1,117.5,O
-4.2,33,4,,12.1,,78.3,67.3,X
-4.5,32,5,,15.6,,108.2,102.3,O
-4.6,37,5,,13.5,,116.7,149.1,O
-4.9,43,4,,9.3,,93.7,54.0,X
-5.0,32,4,,12.5,,82.6,58.0,X
-5.1,46,6,,13.0,,79.8,101.5,O
-5.3,34,2,,5.9,,35.7,74.8,X
-5.6,42,3,,7.1,,30.0,89.3,O
-5.8,31,3,,9.7,,87.4,65.0,X
-5.9,33,1,,3.0,,9.4,81.1,O
-6.0,39,2,,5.1,,90.3,59.8,X
-6.1,30,2,,6.7,,22.8,122.7,O
-6.2,32,2,,6.2,,53.9,31.8,X
-6.3,31,5,,16.1,,100.5,181.6,O
-6.4,44,1,,2.3,,6.5,88.3,O
-6.5,31,3,,9.7,,124.6,95.1,O
-6.6,32,4,,12.5,,127.2,86.2,O
-6.7,41,7,,17.1,,338.3,145.3,O
-6.8,39,4,,10.3,,127.8,66.1,X
-6.9,40,3,,7.5,,30.7,88.4,O
-7.1,37,5,,13.5,,136.8,106.0,O
-7.2,31,2,,6.5,,278.1,122.8,O
-7.3,37,4,,10.8,,121.5,111.5,O
-7.5,42,2,,4.8,,28.1,79.0,X
-7.6,39,3,,7.7,,132.5,131.6,O
-7.7,53,4,,7.5,,60.4,84.9,O
-7.8,32,0,,0.0,,0.0,133.9,O
-7.9,35,3,,8.6,,104.9,84.3,O
-8.0,38,3,,7.9,,92.7,143.8,O
-8.1,38,4,,10.5,,128.1,79.7,X
-8.2,41,4,,9.8,,111.8,68.1,X
-8.4,31,1,,3.2,,20.1,19.8,X
-8.5,33,1,,3.0,,380.2,212.1,O
-8.6,38,4,,10.5,,176.2,125.8,O
-8.8,32,3,,9.4,,26.8,150.1,O
-8.9,33,4,,12.1,,89.8,92.0,O
-9.0,39,3,,7.7,,33.1,94.4,O
-9.1,35,1,,2.9,,32.7,66.1,X
-9.4,36,3,,8.3,,40.5,86.3,O
-9.5,31,1,,3.2,,14.5,31.2,X
-9.8,31,6,,19.4,,597.2,119.9,O
-9.9,34,3,,8.8,,43.0,80.3,O
0.7,30,2,,6.7,,65.1,43.0,X
1.3,33,6,,18.2,,47.3,139.9,O
