bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
05,59,12,,20.3,,51.6,72.8,X
06,176,30,,17.0,,44.8,78.0,X
07,350,53,,15.1,,55.5,68.3,X
08,824,112,,13.6,,65.6,74.5,X
09,1431,178,,12.4,,76.5,76.8,X
10,1932,221,,11.4,,80.3,78.7,X
11,2324,244,,10.5,,82.4,78.0,X
12,2747,269,,9.8,,73.1,75.0,X
13,3221,294,,9.1,,82.7,78.6,X
14,5286,451,,8.5,,81.4,76.9,X
15,3073,255,,8.3,,83.9,78.6,X
16,15507,1200,,7.7,,78.0,78.8,X
17,1026,79,,7.7,,73.7,70.3,X
18,5698,427,,7.5,,85.1,80.0,O
