bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A1|01,2434,128,,5.3,,86.2,77.3,X
A1|03,7017,355,,5.1,,78.4,75.0,X
A1|04,3316,187,,5.6,,81.1,79.4,X
A1|05,1343,67,,5.0,,73.3,74.6,X
A1|06,191,9,,4.7,,55.2,73.9,X
A1|07,760,53,,7.0,,109.7,86.3,O
A2|01,2477,94,,3.8,,67.6,71.8,X
A2|03,6589,292,,4.4,,76.0,70.1,X
A2|04,3250,134,,4.1,,71.1,76.4,X
A2|05,1272,44,,3.5,,54.8,68.8,X
A2|06,181,12,,6.6,,118.2,103.9,O
A2|07,805,36,,4.5,,76.2,82.9,O
A3|01,2366,81,,3.4,,54.8,65.7,X
A3|03,6244,244,,3.9,,73.2,83.3,O
A3|04,3004,139,,4.6,,97.2,77.8,X
A3|05,1146,54,,4.7,,74.4,77.3,X
A3|06,161,7,,4.3,,60.4,77.0,X
A3|07,772,36,,4.7,,73.7,77.6,X
A4|01,2186,85,,3.9,,82.3,74.5,X
A4|03,5733,256,,4.5,,90.2,78.4,X
A4|04,2825,127,,4.5,,88.6,79.4,X
A4|05,1014,39,,3.8,,61.8,75.9,X
A4|06,131,2,,1.5,,33.9,94.5,O
A4|07,725,25,,3.4,,83.8,78.1,X
B1|01,1217,22,,1.8,,83.1,85.9,O
B1|03,3027,70,,2.3,,82.1,82.3,O
B1|04,1557,34,,2.2,,114.3,84.4,O
B1|05,538,10,,1.9,,102.6,78.4,X
B1|06,97,0,,0.0,,0.0,52.9,X
B1|07,387,4,,1.0,,19.8,75.4,X
B2|01,866,16,,1.8,,115.8,82.2,O
B2|03,2125,35,,1.6,,86.2,72.5,X
B2|04,1015,15,,1.5,,78.4,59.8,X
B2|05,349,3,,0.9,,57.4,66.9,X
B2|06,52,0,,0.0,,0.0,50.8,X
B2|07,298,3,,1.0,,63.0,119.5,O
