bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A1|0,13666,699,,5.1,,75.7,79.3,X
A1|1,9428,544,,5.8,,88.3,80.5,O
A1|2,4239,224,,5.3,,78.9,77.8,X
A1|3,1914,111,,5.8,,86.1,77.2,X
A1|9,1894,101,,5.3,,73.5,74.1,X
A2|0,13132,618,,4.7,,86.3,78.7,X
A2|1,9278,422,,4.5,,74.4,77.2,X
A2|2,4180,171,,4.1,,73.3,72.6,X
A2|3,1891,73,,3.9,,51.7,67.8,X
A2|9,1806,77,,4.3,,63.4,80.0,O
A3|0,12405,465,,3.7,,73.8,77.9,X
A3|1,8877,378,,4.3,,69.8,79.0,X
A3|2,4017,182,,4.5,,83.6,77.8,X
A3|3,1836,90,,4.9,,88.4,76.9,X
A3|9,1758,76,,4.3,,69.8,81.3,O
A4|0,11690,408,,3.5,,72.5,74.8,X
A4|1,8205,361,,4.4,,90.7,79.1,X
A4|2,3770,145,,3.8,,65.7,77.2,X
A4|3,1788,76,,4.3,,71.4,72.2,X
A4|9,1712,94,,5.5,,100.2,81.5,O
B1|0,4662,66,,1.4,,60.0,76.0,X
B1|1,4849,90,,1.9,,81.1,85.5,O
B1|2,2322,41,,1.8,,74.2,77.3,X
B1|3,1131,30,,2.7,,118.9,93.4,O
B1|9,993,21,,2.1,,99.8,82.0,O
B2|0,3271,48,,1.5,,86.8,91.0,O
B2|1,3362,56,,1.7,,77.2,75.7,X
B2|2,1819,32,,1.8,,81.9,79.8,X
B2|3,913,17,,1.9,,94.0,76.0,X
B2|9,835,14,,1.7,,71.5,73.5,X
