bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0,1474,230,,15.6,,102.8,88.9,O
1,423,51,,12.1,,69.7,80.6,O
10,869,71,,8.2,,110.9,93.1,O
11,815,49,,6.0,,72.6,85.7,O
12,826,61,,7.4,,85.0,62.5,X
13,709,48,,6.8,,57.8,62.6,X
14,584,41,,7.0,,118.0,88.8,O
15,576,35,,6.1,,80.3,72.9,X
16,477,29,,6.1,,72.6,64.9,X
17,410,29,,7.1,,77.8,78.2,X
18,334,25,,7.5,,53.7,65.9,X
19,303,31,,10.2,,133.6,78.6,X
2,688,66,,9.6,,74.2,76.8,X
20,233,13,,5.6,,34.0,65.0,X
21,205,15,,7.3,,52.8,100.7,O
22,128,2,,1.6,,9.2,66.0,X
23,97,9,,9.3,,156.4,107.4,O
24,96,6,,6.2,,51.4,88.8,O
25,76,3,,3.9,,28.4,96.3,O
26,57,4,,7.0,,15.2,83.2,O
27,40,4,,10.0,,34.1,25.5,X
3,699,56,,8.0,,64.3,76.1,X
4,791,66,,8.3,,84.2,74.2,X
5,773,68,,8.8,,78.4,74.2,X
6,904,56,,6.2,,74.6,76.0,X
7,839,60,,7.2,,77.8,69.9,X
8,913,74,,8.1,,89.2,80.8,O
9,792,77,,9.7,,99.4,76.8,X
