bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
11,76,10,,13.2,,99.4,64.5,X
111,114,14,,12.3,,115.5,71.4,X
121,342,44,,12.9,,145.5,78.0,X
122,526,56,,10.6,,81.1,81.1,O
132,379,28,,7.4,,57.8,77.0,X
133,342,18,,5.3,,23.4,58.7,X
21,337,34,,10.1,,71.2,93.9,O
211,75,14,,18.7,,141.5,71.1,X
212,39,2,,5.1,,45.3,64.6,X
213,62,5,,8.1,,47.6,106.2,O
22,237,19,,8.0,,77.7,55.1,X
221,234,28,,12.0,,81.0,70.7,X
222,600,55,,9.2,,74.6,77.2,X
223,45,4,,8.9,,78.0,70.6,X
232,337,31,,9.2,,82.7,79.8,X
233,404,45,,11.1,,60.8,77.4,X
32,419,38,,9.1,,88.7,76.4,X
321,39,4,,10.3,,89.2,45.9,X
322,89,6,,6.7,,28.9,47.0,X
323,69,7,,10.1,,70.8,58.7,X
33,133,17,,12.8,,94.8,82.6,O
332,56,4,,7.1,,41.6,80.7,O
