bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|1.0,1591,158,,9.9,,85.7,80.6,O
A|10.0,1036,86,,8.3,,106.7,90.1,O
A|11.0,875,55,,6.3,,76.9,77.8,X
A|12.0,782,47,,6.0,,82.2,83.6,O
A|13.0,603,36,,6.0,,52.9,52.0,X
A|14.0,485,27,,5.6,,58.0,80.6,O
A|15.0,359,19,,5.3,,81.0,85.1,O
A|16.0,263,16,,6.1,,104.6,95.0,O
A|17.0,60,5,,8.3,,73.6,94.9,O
A|18.0,44,2,,4.5,,85.2,36.7,X
A|2.0,1930,248,,12.8,,66.1,70.6,X
A|3.0,1932,210,,10.9,,78.5,77.0,X
A|4.0,1871,177,,9.5,,85.3,85.9,O
A|5.0,1775,153,,8.6,,93.3,81.7,O
A|6.0,1683,156,,9.3,,86.6,81.7,O
A|7.0,1441,115,,8.0,,100.0,77.7,X
A|8.0,1301,97,,7.5,,74.3,83.0,O
A|9.0,1216,98,,8.1,,106.0,85.1,O
B|1.0,1263,82,,6.5,,54.9,73.1,X
B|10.0,913,50,,5.5,,83.0,87.9,O
B|11.0,797,37,,4.6,,102.1,78.6,X
B|12.0,643,36,,5.6,,71.2,86.7,O
B|13.0,564,31,,5.5,,50.2,62.2,X
B|14.0,449,25,,5.6,,97.1,76.2,X
B|15.0,350,12,,3.4,,122.5,79.7,X
B|16.0,237,11,,4.6,,60.7,49.5,X
B|17.0,39,2,,5.1,,56.4,155.2,O
B|18.0,41,3,,7.3,,69.3,48.3,X
B|2.0,1339,126,,9.4,,52.1,71.1,X
B|3.0,1424,142,,10.0,,72.2,77.9,X
B|4.0,1446,104,,7.2,,54.3,69.2,X
B|5.0,1400,106,,7.6,,75.1,75.3,X
B|6.0,1384,102,,7.4,,124.9,92.1,O
B|7.0,1303,83,,6.4,,90.0,76.3,X
B|8.0,1207,79,,6.5,,101.2,85.1,O
B|9.0,1016,52,,5.1,,78.4,70.1,X
C|1.0,654,30,,4.6,,70.3,83.3,O
C|10.0,541,16,,3.0,,50.4,85.9,O
C|11.0,536,24,,4.5,,101.5,86.2,O
C|12.0,402,12,,3.0,,82.9,74.7,X
C|13.0,385,12,,3.1,,29.2,86.4,O
C|14.0,320,11,,3.4,,22.7,66.5,X
C|15.0,228,12,,5.3,,31.4,112.4,O
C|16.0,165,7,,4.2,,115.1,137.9,O
C|17.0,34,1,,2.9,,13.3,57.1,X
C|2.0,655,81,,12.4,,83.6,81.6,O
C|3.0,754,61,,8.1,,80.3,81.1,O
C|4.0,748,44,,5.9,,76.5,85.6,O
C|5.0,821,52,,6.3,,68.5,90.5,O
C|6.0,773,35,,4.5,,69.9,94.2,O
C|7.0,728,39,,5.4,,77.4,79.8,X
C|8.0,715,33,,4.6,,43.0,49.2,X
C|9.0,613,22,,3.6,,67.2,54.9,X
D|1.0,278,11,,4.0,,71.8,54.1,X
D|10.0,244,8,,3.3,,47.6,65.5,X
D|11.0,188,4,,2.1,,17.3,41.4,X
D|12.0,173,3,,1.7,,22.0,54.6,X
D|13.0,141,3,,2.1,,27.1,46.9,X
D|14.0,128,2,,1.6,,31.8,38.6,X
D|15.0,86,6,,7.0,,175.8,93.9,O
D|16.0,71,2,,2.8,,222.2,168.4,O
D|2.0,259,17,,6.6,,57.0,74.3,X
D|3.0,290,18,,6.2,,38.4,84.7,O
D|4.0,317,12,,3.8,,59.8,56.4,X
D|5.0,307,12,,3.9,,33.2,75.5,X
D|6.0,320,9,,2.8,,63.4,57.0,X
D|7.0,286,10,,3.5,,71.0,74.6,X
D|8.0,336,7,,2.1,,44.8,80.9,O
D|9.0,272,11,,4.0,,55.6,41.9,X
S|1.0,1771,281,,15.9,,96.4,83.2,O
S|10.0,717,67,,9.3,,97.5,85.4,O
S|11.0,646,75,,11.6,,141.9,108.4,O
S|12.0,544,52,,9.6,,97.4,76.6,X
S|13.0,415,46,,11.1,,97.8,91.8,O
S|14.0,339,36,,10.6,,85.3,97.2,O
S|15.0,288,33,,11.5,,134.7,98.7,O
S|16.0,193,16,,8.3,,44.1,54.1,X
S|17.0,34,5,,14.7,,159.9,130.0,O
S|2.0,2234,396,,17.7,,71.8,78.4,X
S|3.0,2016,328,,16.3,,82.6,80.9,O
S|4.0,1773,246,,13.9,,89.5,77.1,X
S|5.0,1541,189,,12.3,,66.4,82.9,O
S|6.0,1357,155,,11.4,,67.8,79.7,X
S|7.0,1225,142,,11.6,,84.8,85.2,O
S|8.0,1017,118,,11.6,,93.5,91.7,O
S|9.0,861,93,,10.8,,72.5,72.3,X
