bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
0,4761,725,,15.2,,85.1,82.8,O
1,2500,287,,11.5,,81.2,76.6,X
10,2517,185,,7.4,,74.6,81.0,O
11,2184,148,,6.8,,73.5,83.0,O
12,1869,115,,6.2,,68.5,68.8,X
13,1522,103,,6.8,,77.9,70.6,X
14,1109,64,,5.8,,63.4,72.3,X
15,785,46,,5.9,,79.4,77.6,X
16,584,33,,5.7,,60.8,67.9,X
17,374,15,,4.0,,29.5,74.0,X
18,256,18,,7.0,,65.1,54.8,X
19,171,12,,7.0,,75.6,76.8,X
2,2804,247,,8.8,,80.7,77.6,X
20,115,4,,3.5,,106.3,131.0,O
21,55,2,,3.6,,45.3,67.6,X
22,41,1,,2.4,,36.2,93.8,O
23,32,1,,3.1,,13.1,41.2,X
3,3114,290,,9.3,,84.9,75.4,X
4,3196,276,,8.6,,72.1,74.6,X
5,3313,264,,8.0,,82.8,79.4,X
6,3263,267,,8.2,,78.5,84.5,O
7,3160,271,,8.6,,97.8,74.1,X
8,3097,236,,7.6,,78.6,79.8,X
9,2769,214,,7.7,,82.6,80.7,O
