bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|0.0,20916,856,,4.1,,73.6,76.7,X
稍重|10.1,334,25,,7.5,,66.8,69.5,X
稍重|10.2,49,2,,4.1,,57.3,51.8,X
稍重|10.3,144,9,,6.2,,96.6,77.8,X
稍重|10.4,35,5,,14.3,,170.9,107.5,O
稍重|10.5,36,5,,13.9,,74.8,93.7,O
稍重|10.6,81,18,,22.2,,47.2,71.5,X
稍重|10.8,258,37,,14.3,,112.3,80.7,O
稍重|10.9,218,19,,8.7,,77.6,82.4,O
稍重|11.0,65,6,,9.2,,76.8,48.2,X
稍重|11.3,50,9,,18.0,,80.3,78.8,X
稍重|11.4,93,11,,11.8,,75.6,143.7,O
稍重|11.5,98,5,,5.1,,89.8,71.0,X
稍重|11.6,226,24,,10.6,,86.5,69.0,X
稍重|11.7,60,8,,13.3,,66.2,58.8,X
稍重|11.8,92,8,,8.7,,78.3,63.4,X
稍重|12.0,44,4,,9.1,,154.9,112.4,O
稍重|12.2,78,4,,5.1,,85.0,91.9,O
稍重|12.3,192,13,,6.8,,100.5,73.7,X
稍重|12.4,85,15,,17.6,,110.3,86.9,O
稍重|12.5,115,12,,10.4,,54.3,98.2,O
稍重|12.6,87,6,,6.9,,49.2,92.0,O
稍重|12.7,47,3,,6.4,,35.5,55.0,X
稍重|12.8,132,38,,28.8,,80.8,86.6,O
稍重|13.0,318,68,,21.4,,75.1,90.3,O
稍重|13.1,66,7,,10.6,,121.3,63.6,X
稍重|13.2,35,1,,2.9,,99.3,96.6,O
稍重|13.4,115,13,,11.3,,64.4,70.4,X
稍重|13.5,93,11,,11.8,,84.5,84.3,O
稍重|13.7,93,6,,6.5,,198.5,83.0,O
稍重|13.8,386,113,,29.3,,82.2,84.7,O
稍重|14.0,218,33,,15.1,,69.7,71.9,X
稍重|14.2,180,36,,20.0,,66.8,73.2,X
稍重|14.4,205,18,,8.8,,75.5,78.8,X
稍重|14.5,41,2,,4.9,,31.4,77.9,X
稍重|14.9,31,1,,3.2,,26.7,62.6,X
稍重|15.0,340,71,,20.9,,79.8,81.6,O
稍重|15.1,96,14,,14.6,,275.2,110.7,O
稍重|15.2,99,12,,12.1,,58.6,56.5,X
稍重|15.3,146,14,,9.6,,74.3,80.9,O
稍重|15.4,152,18,,11.8,,39.7,82.6,O
稍重|15.8,122,37,,30.3,,66.9,95.7,O
稍重|15.9,436,142,,32.6,,71.8,79.4,X
稍重|16.2,549,193,,35.2,,86.3,88.6,O
稍重|16.3,292,43,,14.7,,95.0,80.1,O
稍重|16.4,67,7,,10.4,,53.1,68.3,X
稍重|16.5,71,8,,11.3,,71.0,87.0,O
稍重|17.2,40,6,,15.0,,58.4,65.1,X
稍重|17.3,361,79,,21.9,,107.0,81.8,O
稍重|17.4,191,67,,35.1,,85.5,95.3,O
稍重|17.5,209,18,,8.6,,46.7,72.5,X
稍重|17.7,422,85,,20.1,,75.7,83.0,O
稍重|18.0,201,57,,28.4,,66.4,95.1,O
稍重|18.1,402,147,,36.6,,76.3,85.7,O
稍重|18.6,46,5,,10.9,,102.7,100.5,O
稍重|18.7,61,7,,11.5,,44.2,69.9,X
稍重|18.8,185,22,,11.9,,76.9,81.0,O
稍重|19.0,89,17,,19.1,,75.2,77.4,X
稍重|19.1,280,39,,13.9,,81.6,75.7,X
稍重|19.6,132,23,,17.4,,60.4,70.2,X
稍重|19.8,233,51,,21.9,,95.9,93.9,O
稍重|20.0,58,3,,5.2,,100.1,78.0,X
稍重|20.2,101,6,,5.9,,52.2,84.3,O
稍重|20.5,35,5,,14.3,,95.5,66.0,X
稍重|20.6,187,13,,7.0,,56.6,61.6,X
稍重|21.3,84,5,,6.0,,57.3,84.6,O
稍重|21.4,65,4,,6.2,,31.5,59.7,X
稍重|21.7,38,3,,7.9,,64.0,49.2,X
稍重|22.1,133,11,,8.3,,50.1,68.3,X
稍重|22.9,40,3,,7.5,,36.4,57.5,X
稍重|23.1,30,5,,16.7,,55.2,52.8,X
稍重|23.5,86,6,,7.0,,69.5,93.1,O
稍重|24.5,33,1,,3.0,,25.6,42.6,X
稍重|25.0,51,3,,5.9,,57.5,61.2,X
稍重|26.5,42,0,,0.0,,0.0,27.5,X
稍重|4.8,38,3,,7.9,,49.1,69.0,X
稍重|5.1,35,5,,14.3,,105.3,84.5,O
稍重|5.3,40,9,,22.5,,72.3,60.7,X
稍重|5.5,46,6,,13.0,,130.6,72.6,X
稍重|5.8,135,20,,14.8,,80.8,65.6,X
稍重|5.9,35,5,,14.3,,77.1,79.2,X
稍重|6.2,126,13,,10.3,,62.6,86.9,O
稍重|6.3,114,18,,15.8,,94.4,86.2,O
稍重|6.4,55,4,,7.3,,59.2,63.1,X
稍重|6.7,202,22,,10.9,,56.1,72.2,X
稍重|6.8,125,10,,8.0,,42.8,83.3,O
稍重|6.9,87,10,,11.5,,94.3,78.9,X
稍重|7.2,224,19,,8.5,,92.4,73.1,X
稍重|7.3,118,21,,17.8,,71.6,79.2,X
稍重|7.4,34,4,,11.8,,86.7,86.2,O
稍重|7.5,58,6,,10.3,,31.4,58.6,X
稍重|7.6,32,3,,9.4,,71.8,73.6,X
稍重|7.7,153,9,,5.9,,81.1,111.9,O
稍重|7.8,70,6,,8.6,,71.5,67.5,X
稍重|7.9,183,37,,20.2,,87.0,80.0,O
稍重|8.0,85,28,,32.9,,114.5,91.8,O
稍重|8.1,111,25,,22.5,,105.8,76.4,X
稍重|8.2,217,25,,11.5,,167.4,108.7,O
稍重|8.3,47,2,,4.3,,51.2,135.7,O
稍重|8.5,59,7,,11.9,,69.0,61.3,X
稍重|8.6,213,23,,10.8,,68.3,64.9,X
稍重|8.7,181,38,,21.0,,107.1,97.2,O
稍重|8.8,129,13,,10.1,,64.2,61.7,X
稍重|8.9,82,7,,8.5,,49.8,57.1,X
稍重|9.0,38,1,,2.6,,29.6,20.8,X
稍重|9.1,66,4,,6.1,,151.0,98.7,O
稍重|9.2,93,3,,3.2,,7.1,80.6,O
稍重|9.3,38,1,,2.6,,112.1,94.2,O
稍重|9.4,351,47,,13.4,,77.5,89.8,O
稍重|9.6,225,17,,7.6,,65.7,81.8,O
稍重|9.7,48,4,,8.3,,103.9,92.7,O
稍重|9.8,82,4,,4.9,,69.7,59.5,X
良|0.0,65276,2860,,4.4,,80.0,77.7,X
良|1.3,45,6,,13.3,,194.2,101.7,O
良|1.5,32,1,,3.1,,68.3,92.8,O
良|10.0,53,13,,24.5,,71.3,100.7,O
良|10.1,984,99,,10.1,,83.4,80.2,O
良|10.2,76,5,,6.6,,90.8,71.2,X
良|10.3,427,27,,6.3,,65.8,70.6,X
良|10.4,103,5,,4.9,,36.2,55.7,X
良|10.5,80,17,,21.2,,116.5,80.7,O
良|10.6,196,43,,21.9,,57.9,76.0,X
良|10.7,83,22,,26.5,,119.8,88.7,O
良|10.8,650,83,,12.8,,82.8,78.9,X
良|10.9,664,45,,6.8,,77.9,74.6,X
良|11.0,107,10,,9.3,,86.4,89.0,O
良|11.3,193,45,,23.3,,84.2,80.4,O
良|11.4,203,20,,9.9,,66.9,63.0,X
良|11.5,325,20,,6.2,,94.2,85.7,O
良|11.6,723,58,,8.0,,59.9,79.8,X
良|11.7,104,8,,7.7,,56.3,75.8,X
良|11.8,242,21,,8.7,,80.0,87.8,O
良|12.0,107,14,,13.1,,59.9,51.7,X
良|12.1,65,3,,4.6,,53.5,73.1,X
良|12.2,223,6,,2.7,,40.8,57.4,X
良|12.3,481,37,,7.7,,91.9,83.6,O
良|12.4,298,57,,19.1,,86.1,81.8,O
良|12.5,334,33,,9.9,,65.9,80.9,O
