bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
アイアムインヴィンシブル,35,6,,17.1,,56.2,77.8,X
アイファーソング,64,7,,10.9,,281.1,146.3,O
アイルハヴアナザー,2760,225,,8.2,,84.1,77.6,X
アグネスタキオン,132,1,,0.8,,5.5,37.7,X
アグネスデジタル,1203,92,,7.6,,84.2,77.4,X
アサクサキングス,339,25,,7.4,,69.3,99.7,O
アサクサデンエン,67,3,,4.5,,68.8,77.8,X
アジアエクスプレス,1617,147,,9.1,,86.5,85.5,O
アジュディケーティング,37,3,,8.1,,77.5,63.5,X
アスカクリチャン,120,9,,7.5,,50.5,79.0,X
アッミラーレ,258,17,,6.6,,57.6,66.0,X
アディオスチャーリー,31,3,,9.7,,49.1,42.9,X
アドマイヤオーラ,379,38,,10.0,,65.8,80.1,O
アドマイヤコジーン,194,13,,6.7,,83.7,87.6,O
アドマイヤジャパン,167,11,,6.6,,146.8,89.0,O
アドマイヤドン,47,3,,6.4,,10.7,61.3,X
アドマイヤマックス,608,40,,6.6,,95.8,74.3,X
アドマイヤマーズ,395,61,,15.4,,96.7,77.4,X
アドマイヤムーン,3010,233,,7.7,,67.3,71.9,X
アドミラブル,93,3,,3.2,,68.3,67.1,X
アニマルキングダム,274,20,,7.3,,67.1,78.9,X
アポロキングダム,657,56,,8.5,,49.9,80.9,O
アポロケンタッキー,79,4,,5.1,,65.1,111.0,O
アメリカンファラオ,575,92,,16.0,,130.9,84.9,O
アメリカンペイトリオット,1184,99,,8.4,,76.9,78.3,X
アメリカンボス,30,1,,3.3,,11.4,83.7,O
アルアイン,510,38,,7.5,,74.0,70.9,X
アルカセット,35,3,,8.6,,67.2,57.4,X
アルデバラン２,439,40,,9.1,,146.1,88.7,O
アロゲート,144,25,,17.4,,90.4,68.4,X
アロマカフェ,45,3,,6.7,,143.7,77.9,X
アンクルモー,262,38,,14.5,,73.5,80.5,O
アンブライドルズソング,63,3,,4.8,,34.8,120.2,O
アンライバルド,485,27,,5.6,,61.4,67.0,X
アーチアーチアーチ,63,5,,7.9,,16.4,50.7,X
アーネストリー,241,16,,6.6,,107.6,90.8,O
イクスチェンジレイト,46,8,,17.4,,74.0,81.4,O
イスラボニータ,1979,181,,9.1,,76.5,82.7,O
イフラージ,90,9,,10.0,,63.2,93.3,O
イルーシヴクオリティ,57,6,,10.5,,94.3,77.0,X
インカンテーション,60,2,,3.3,,6.3,59.1,X
イングリッシュチャンネル,30,0,,0.0,,0.0,65.8,X
インディチャンプ,67,5,,7.5,,33.3,84.9,O
イントゥミスチーフ,441,75,,17.0,,94.0,79.3,X
インヴィンシブルスピリット,147,17,,11.6,,50.9,67.1,X
ウィルテイクチャージ,55,10,,18.2,,96.1,93.2,O
ウインバリアシオン,130,12,,9.2,,64.7,74.1,X
ウインブライト,283,21,,7.4,,100.2,78.6,X
ウォーエンブレム,138,13,,9.4,,102.6,83.7,O
ウォーターリーグ,78,2,,2.6,,31.0,82.2,O
ウォーフロント,127,20,,15.7,,73.8,61.4,X
エアフォースブルー,31,3,,9.7,,31.4,50.4,X
エイシンアポロン,99,7,,7.1,,160.3,79.5,X
エイシンサンディ,60,4,,6.7,,50.0,87.0,O
エイシンデピュティ,57,2,,3.5,,10.5,69.3,X
エイシンヒカリ,884,62,,7.0,,71.6,82.8,O
エイシンフラッシュ,3257,241,,7.4,,85.2,71.1,X
