bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|01,1769,182,,10.3,,85.6,88.0,O
A|02,1427,157,,11.0,,83.3,76.4,X
A|03,2251,217,,9.6,,71.0,76.9,X
A|04,3562,373,,10.5,,81.7,79.4,X
A|05,7432,858,,11.5,,78.9,77.7,X
A|06,5835,635,,10.9,,73.7,78.1,X
A|07,7014,749,,10.7,,76.7,82.4,O
A|08,7137,834,,11.7,,88.6,80.2,O
A|09,9468,1054,,11.1,,77.0,77.9,X
A|10,3288,347,,10.6,,87.7,83.6,O
A|30,99,11,,11.1,,109.7,53.7,X
A|35,82,10,,12.2,,82.9,81.8,O
A|42,63,5,,7.9,,68.2,125.7,O
A|43,85,9,,10.6,,48.1,52.3,X
A|44,122,16,,13.1,,98.3,64.9,X
A|45,143,5,,3.5,,61.6,87.4,O
A|46,63,5,,7.9,,176.8,124.2,O
A|47,66,2,,3.0,,48.0,45.6,X
A|48,120,5,,4.2,,28.3,60.8,X
A|50,163,15,,9.2,,104.1,97.5,O
B|01,1362,101,,7.4,,52.2,71.4,X
B|02,1308,133,,10.2,,71.0,75.7,X
B|03,2213,193,,8.7,,86.7,78.9,X
B|04,3101,290,,9.4,,78.2,83.7,O
B|05,5323,509,,9.6,,79.4,76.3,X
B|06,5060,435,,8.6,,75.7,72.7,X
B|07,5496,499,,9.1,,76.3,81.0,O
B|08,6849,694,,10.1,,78.2,83.1,O
B|09,8199,814,,9.9,,86.1,86.6,O
B|10,2874,250,,8.7,,81.5,79.0,X
B|30,69,4,,5.8,,94.7,81.4,O
B|35,41,2,,4.9,,43.6,44.4,X
B|42,65,3,,4.6,,115.7,58.9,X
B|43,63,4,,6.3,,88.9,92.9,O
B|44,84,7,,8.3,,103.7,104.4,O
B|45,111,6,,5.4,,42.2,93.6,O
B|46,54,2,,3.7,,13.1,60.3,X
B|47,92,3,,3.3,,16.8,84.8,O
B|48,117,6,,5.1,,30.8,78.7,X
B|50,187,11,,5.9,,54.0,87.5,O
B|55,49,2,,4.1,,18.5,30.2,X
C|01,874,63,,7.2,,56.0,71.8,X
C|02,915,59,,6.4,,53.3,65.6,X
C|03,2103,143,,6.8,,52.8,69.1,X
C|04,2637,200,,7.6,,78.2,72.8,X
C|05,6285,491,,7.8,,74.5,80.2,O
C|06,7065,579,,8.2,,77.4,79.2,X
C|07,2527,195,,7.7,,93.6,91.2,O
C|08,2647,250,,9.4,,89.9,87.3,O
C|09,2889,238,,8.2,,81.1,78.9,X
C|10,1397,99,,7.1,,79.2,74.5,X
C|30,61,3,,4.9,,17.8,21.5,X
C|35,33,1,,3.0,,12.1,37.6,X
C|42,67,1,,1.5,,55.2,104.6,O
C|43,58,2,,3.4,,141.8,145.2,O
C|44,63,4,,6.3,,186.8,132.1,O
C|45,106,5,,4.7,,76.8,77.9,X
C|46,32,0,,0.0,,0.0,156.3,O
C|47,53,0,,0.0,,0.0,76.6,X
C|48,57,1,,1.8,,5.7,59.4,X
C|50,126,4,,3.2,,31.0,64.0,X
D|01,850,52,,6.1,,80.9,76.0,X
D|02,814,68,,8.4,,56.2,69.2,X
D|03,1759,111,,6.3,,59.7,76.6,X
D|04,2330,162,,7.0,,82.4,82.1,O
D|05,5327,425,,8.0,,81.0,73.5,X
D|06,5628,376,,6.7,,76.3,74.9,X
D|07,2465,154,,6.2,,74.2,76.4,X
D|08,2350,193,,8.2,,75.1,79.6,X
D|09,2851,246,,8.6,,93.3,82.3,O
D|10,1315,91,,6.9,,64.9,78.6,X
D|30,42,1,,2.4,,36.4,67.3,X
D|42,54,2,,3.7,,39.3,56.5,X
D|43,47,2,,4.3,,49.9,99.6,O
D|44,54,2,,3.7,,23.0,88.5,O
D|45,68,2,,2.9,,47.2,48.9,X
D|46,31,0,,0.0,,0.0,80.9,O
D|47,58,1,,1.7,,18.4,74.3,X
D|48,70,1,,1.4,,34.6,67.1,X
D|50,120,5,,4.2,,224.0,107.7,O
E|01,216,11,,5.1,,38.7,78.7,X
E|02,228,16,,7.0,,55.1,69.0,X
E|03,528,29,,5.5,,54.2,59.5,X
E|04,642,35,,5.5,,50.9,83.0,O
E|05,1492,99,,6.6,,82.2,71.0,X
E|06,1723,109,,6.3,,76.6,77.9,X
E|07,610,36,,5.9,,48.7,70.1,X
E|08,746,58,,7.8,,75.1,75.7,X
E|09,719,43,,6.0,,45.4,76.3,X
E|10,334,20,,6.0,,119.9,80.5,O
E|50,41,1,,2.4,,9.3,111.5,O
