bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1.0,1920,347,,18.1,,85.4,90.0,O
10.0,1324,98,,7.4,,69.2,77.9,X
11.0,1141,59,,5.2,,86.7,71.9,X
12.0,998,65,,6.5,,71.9,69.6,X
13.0,858,49,,5.7,,83.7,76.3,X
14.0,698,47,,6.7,,97.6,71.1,X
15.0,603,29,,4.8,,71.0,83.5,O
16.0,453,21,,4.6,,51.1,58.6,X
2.0,1806,218,,12.1,,88.6,81.8,O
3.0,1793,194,,10.8,,77.9,76.4,X
4.0,1712,179,,10.5,,81.5,85.8,O
5.0,1692,148,,8.7,,71.3,85.9,O
6.0,1625,142,,8.7,,92.9,86.2,O
7.0,1699,118,,6.9,,64.4,65.3,X
8.0,1663,108,,6.5,,76.7,73.0,X
9.0,1523,124,,8.1,,88.1,89.2,O
