bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|01,4748,414,,8.7,,75.0,73.1,X
稍重|02,4682,426,,9.1,,74.7,72.3,X
稍重|03,4703,446,,9.5,,95.0,79.1,X
稍重|04,4675,437,,9.3,,78.5,76.9,X
稍重|05,4669,404,,8.7,,64.4,76.1,X
稍重|06,4668,423,,9.1,,80.7,76.1,X
稍重|07,4726,433,,9.2,,76.4,81.1,O
稍重|08,4598,412,,9.0,,73.1,76.1,X
稍重|09,4413,403,,9.1,,72.8,75.4,X
稍重|10,4240,393,,9.3,,67.9,89.3,O
稍重|11,3919,361,,9.2,,71.0,75.6,X
稍重|12,3632,334,,9.2,,80.4,82.8,O
稍重|13,3179,268,,8.4,,62.9,76.8,X
稍重|14,2821,257,,9.1,,86.1,80.2,O
稍重|15,2397,224,,9.3,,85.9,77.9,X
稍重|16,1869,174,,9.3,,101.4,89.5,O
稍重|17,280,20,,7.1,,111.2,74.7,X
稍重|18,233,14,,6.0,,125.6,79.5,X
良|01,18512,1715,,9.3,,74.7,75.7,X
良|02,18466,1717,,9.3,,86.8,81.9,O
良|03,18235,1629,,8.9,,74.4,77.4,X
良|04,18483,1835,,9.9,,82.6,79.8,X
良|05,18358,1689,,9.2,,76.8,79.0,X
良|06,18371,1809,,9.8,,83.4,81.2,O
良|07,18224,1702,,9.3,,76.9,75.6,X
良|08,18039,1750,,9.7,,79.1,81.1,O
良|09,17225,1515,,8.8,,71.1,74.5,X
良|10,16438,1536,,9.3,,84.2,79.1,X
良|11,15060,1309,,8.7,,78.4,76.4,X
良|12,13942,1266,,9.1,,76.6,79.8,X
良|13,12268,1050,,8.6,,82.1,79.6,X
良|14,10848,908,,8.4,,78.8,82.0,O
良|15,9102,739,,8.1,,80.5,76.3,X
良|16,7259,609,,8.4,,90.8,81.3,O
良|17,1500,101,,6.7,,53.5,73.9,X
良|18,1232,88,,7.1,,75.2,84.1,O
重以上|01,3263,280,,8.6,,73.5,82.6,O
重以上|02,3234,295,,9.1,,84.9,85.2,O
重以上|03,3255,303,,9.3,,85.1,78.7,X
重以上|04,3226,292,,9.1,,93.6,87.2,O
重以上|05,3248,285,,8.8,,65.2,74.2,X
重以上|06,3215,300,,9.3,,87.9,87.1,O
重以上|07,3199,302,,9.4,,83.6,78.9,X
重以上|08,3166,300,,9.5,,78.9,76.8,X
重以上|09,3071,263,,8.6,,72.0,75.1,X
重以上|10,2927,248,,8.5,,73.1,74.7,X
重以上|11,2775,241,,8.7,,85.4,76.3,X
重以上|12,2559,206,,8.1,,81.7,80.2,O
重以上|13,2288,173,,7.6,,51.6,71.7,X
重以上|14,2067,200,,9.7,,112.1,76.8,X
重以上|15,1714,140,,8.2,,71.6,92.6,O
重以上|16,1329,118,,8.9,,72.0,73.3,X
重以上|17,174,12,,6.9,,50.3,78.6,X
重以上|18,150,12,,8.0,,46.2,55.3,X
